idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
0,16.2,15.1,6.5,0.0,0.0,0.0,58.49,58.43,58.37,0.47,0.39,0.27,2.52,2.51,1.6,0,0.0,nan,0,0
1,3.6,53.6,3.7,95.23,95.0,0.25,48.75,39.13,33.45,4.63,4.4,4.46,1.16,1.39,1.21,10.12,1.16,0.16,36.92,47.04
2,2.9,50.7,0.5,96.24,95.0,0.03,48.74,40.38,34.34,5.8,4.01,4.39,1.56,1.14,0.99,9.25,0.16,0.16,37.65,46.89
3,21.7,7.0,1.0,0.0,0.0,0.0,52.99,52.93,52.9,0.48,0.41,0.3,2.02,2.12,1.78,0,0.0,nan,0,0
4,21.2,82.7,1.3,61.67,95.0,0.11,25.58,18.73,15.51,4.03,3.52,3.36,1.13,1.15,1.15,5.18,0.52,0.16,18.44,23.62
5,11.2,62.7,9.5,97.23,95.0,0.71,44.88,32.65,26.8,4.86,6.49,4.98,1.27,2.67,1.81,12.65,2.41,0.16,30.64,43.29
6,28.9,39.7,9.8,92.04,95.0,0.64,61.57,20.22,15.99,14.27,8.95,2.64,0.02,3.34,1.59,27.86,1.07,0.15,18.68,46.54
7,2.3,85.8,3.0,57.75,95.0,0.18,33.63,27.87,25.53,3.44,3.11,2.92,1.19,1.27,0.88,4.15,1.37,0.16,27.83,31.98
8,7.2,11.8,3.2,0.0,0.0,0.0,55.11,55.08,55.11,0.48,0.41,0.36,2.74,2.06,2.02,0,0.0,nan,0,0
9,40.8,18.1,5.9,0.01,99.0,0.0,57.74,10.25,10.12,0.41,3.63,2.04,2.33,2.51,1.83,0.18,0.01,0.11,7.79,7.97
10,31.9,37.2,5.5,80.35,95.0,0.35,57.34,17.2,13.09,0.42,7.87,2.91,2.2,1.83,1.14,25.42,0.58,0.15,16.0,41.42
11,3.1,6.0,2.1,0.0,0.0,0.0,54.11,54.09,54.14,0.48,0.41,0.41,2.35,1.87,1.9,0,0.0,nan,0,0
12,34.0,42.8,3.2,54.42,95.0,0.2,33.79,14.08,10.9,11.29,6.41,3.02,1.25,1.38,1.36,13.9,0.42,0.15,14.47,28.36
13,29.3,45.3,3.1,89.33,95.0,0.25,39.91,19.67,13.92,9.1,6.96,4.02,1.08,1.62,1.19,18.88,0.48,0.15,17.34,36.22
14,39.7,69.9,2.5,0.02,99.0,0.0,15.46,8.26,8.12,5.46,3.36,2.43,1.14,1.35,1.2,0.61,0.0,0.13,4.38,5.0
15,28.7,52.5,8.8,88.14,95.0,0.74,37.33,19.22,15.4,7.79,7.17,2.55,1.41,2.49,1.48,16.89,1.51,0.15,17.88,34.77
16,36.5,28.8,9.8,43.06,95.0,0.42,61.65,14.37,13.59,0.42,5.07,1.48,2.38,3.21,1.72,16.28,0.86,0.15,16.77,33.05
17,5.9,41.8,7.6,99.72,95.0,0.42,59.44,46.25,36.99,0.44,7.53,6.17,2.32,2.61,1.67,16.74,1.5,0.16,42.61,59.35
18,7.6,48.9,0.5,98.58,98.0,0.03,52.28,39.86,32.38,5.78,4.39,4.81,0.05,0.97,0.92,9.97,0.16,0.16,35.93,45.9
19,33.4,76.5,5.8,34.94,95.0,0.35,22.43,13.17,11.51,5.09,4.42,1.98,1.15,1.64,1.62,4.79,1.39,0.16,14.55,19.34
20,43.8,31.4,7.0,0.13,99.0,0.0,18.88,10.33,10.55,10.7,2.38,1.69,1.33,2.17,1.58,0.23,0.13,0.13,8.81,9.04
21,29.7,58.0,4.6,76.96,95.0,0.42,30.68,16.8,13.22,6.54,5.61,2.95,1.16,1.7,1.28,11.93,0.99,0.16,15.98,27.91
22,42.0,94.5,4.8,0.19,99.0,0.0,13.7,8.79,8.91,4.27,2.46,1.88,1.18,1.71,1.66,0.51,0.06,0.13,6.58,7.08
23,33.2,6.1,7.0,56.26,95.0,0.22,58.99,58.88,13.57,0.45,0.35,2.93,2.69,3.0,1.42,41.06,0.32,0.1,17.86,58.92
24,32.4,99.3,8.2,39.5,95.0,0.55,21.97,14.77,13.1,4.09,4.08,1.58,1.24,1.41,1.48,4.03,2.67,0.16,15.65,19.67
25,14.2,38.6,6.7,99.95,95.0,0.38,58.6,42.69,30.09,0.44,9.5,6.86,2.15,2.81,1.64,21.8,1.02,0.15,36.74,58.54
26,1.1,46.2,1.8,97.65,95.0,0.11,53.59,44.48,37.84,0.45,4.29,4.64,2.02,1.25,1.15,10.66,0.53,0.16,41.52,52.18
27,5.9,5.9,7.7,0.0,0.0,0.0,59.67,59.61,59.64,0.46,0.4,0.33,2.25,2.54,2.01,0,0.0,nan,0,0
28,6.5,24.8,4.0,0.0,0.0,0.0,55.93,55.85,55.8,0.48,0.39,0.29,2.09,2.43,1.27,0,0.0,nan,0,0
29,43.6,8.1,4.5,0.42,99.0,0.01,56.45,8.6,8.84,0.41,3.12,2.24,2.24,1.93,1.63,0.55,0.12,0.13,6.32,6.87
30,27.5,88.3,8.2,75.41,95.0,0.83,26.51,17.48,14.99,4.32,4.61,2.07,1.1,1.84,1.14,7.66,2.68,0.16,16.97,24.63
31,43.2,27.8,4.2,0.4,99.0,0.01,18.8,8.37,8.62,13.2,3.06,2.22,1.48,1.87,1.54,0.59,0.1,0.14,5.99,6.57
32,17.9,88.4,9.6,90.41,95.0,0.92,32.8,23.6,20.26,4.02,5.0,3.15,1.13,2.37,1.24,8.81,3.25,0.16,22.46,31.28
33,7.5,17.6,2.4,0.0,0.0,0.0,54.36,54.31,54.31,0.48,0.41,0.32,2.33,2.25,2.0,0,0.0,nan,0,0
34,11.7,48.5,5.9,99.37,95.0,0.39,52.04,37.6,29.48,5.73,6.39,5.48,1.21,2.22,1.47,15.82,1.23,0.16,34.26,50.08
35,13.1,0.4,4.2,0.0,0.0,0.0,56.23,56.18,56.23,0.47,0.4,0.36,2.16,2.34,1.61,0,0.0,nan,0,0
36,18.5,56.6,9.5,98.38,95.0,0.73,44.58,28.56,22.02,5.91,8.06,4.8,1.27,3.25,1.84,16.52,1.88,0.15,26.15,42.67
37,34.5,51.5,6.2,45.31,95.0,0.39,28.46,13.59,11.75,8.36,5.53,2.06,1.3,1.84,1.52,9.25,1.01,0.15,14.9,24.15
38,33.8,5.4,9.0,56.83,95.0,0.28,60.96,60.85,13.98,0.45,0.35,2.1,2.31,2.57,1.6,43.25,0.39,0.1,17.63,60.88
39,39.0,87.5,8.0,0.0,0.0,0.0,18.7,11.92,11.7,4.73,2.95,1.51,1.24,2.61,1.78,0,0.0,nan,0,0
40,19.6,39.9,1.1,99.97,95.0,0.07,52.98,39.03,25.06,0.44,6.93,6.45,2.4,1.08,1.02,22.77,0.16,0.15,30.12,52.89
41,31.7,6.2,0.8,1.73,95.0,0.0,52.74,52.66,16.66,0.47,0.37,10.06,2.34,2.5,1.4,0.06,0.69,0.11,52.47,52.53
42,10.4,16.2,3.5,0.0,0.0,0.0,55.44,55.38,55.35,0.48,0.4,0.3,2.08,2.23,1.99,0,0.0,nan,0,0
43,2.6,0.0,1.6,0.0,0.0,0.0,53.57,53.54,53.6,0.48,0.41,0.43,2.49,2.09,2.2,0,0.0,nan,0,0
44,5.1,36.4,0.4,52.16,95.0,0.01,52.28,52.16,41.85,0.47,0.38,5.82,2.26,1.83,1.13,4.07,0.15,0.14,48.12,52.19
45,43.7,61.4,1.6,1.48,99.0,0.02,12.03,6.14,6.65,5.68,2.94,2.43,1.2,1.35,1.29,0.78,0.1,0.13,3.53,4.3
46,12.6,34.7,3.7,91.48,95.0,0.2,55.62,55.48,35.44,0.46,0.38,7.24,2.42,1.96,1.18,11.73,0.96,0.15,43.86,55.59
47,6.1,84.9,9.9,90.7,95.0,0.8,38.68,30.31,26.89,3.77,4.78,3.51,1.34,2.4,1.3,8.19,3.64,0.16,29.23,37.41
48,23.3,48.4,1.0,98.48,95.0,0.08,42.15,27.48,18.62,6.87,5.87,5.23,1.11,1.23,1.13,16.7,0.19,0.16,22.83,39.53
49,5.1,34.3,2.7,51.83,95.0,0.09,54.65,54.51,43.33,0.47,0.38,6.3,2.24,2.39,1.3,3.91,1.2,0.15,50.65,54.56
50,41.4,16.1,0.3,3.99,95.0,0.0,52.23,7.38,7.17,0.42,5.76,3.71,2.37,1.54,1.39,2.96,0.01,0.12,13.95,16.91
51,47.5,52.8,1.6,6.65,99.0,0.08,9.41,5.06,5.9,5.41,2.4,2.2,1.26,1.54,1.42,0.82,0.42,0.16,3.33,4.15
52,27.2,2.7,5.3,0.0,0.0,0.0,57.29,57.24,57.15,0.46,0.37,38.59,2.41,2.08,0.0,0,0.0,nan,0,0
53,48.9,86.3,7.0,0.91,99.0,0.02,12.57,9.66,10.02,4.26,1.53,1.41,1.01,1.78,1.75,0.22,0.94,0.14,8.77,8.99
54,13.1,36.7,1.8,96.07,95.0,0.1,53.66,53.52,34.37,0.46,7.7,6.76,2.47,0.03,1.02,12.38,0.45,0.15,41.26,53.63
55,38.6,53.3,7.8,0.0,0.0,0.0,23.16,12.13,11.74,7.92,3.63,1.63,1.33,2.61,1.73,0,0.0,nan,0,0
56,16.5,22.3,8.1,11.15,95.0,0.05,60.07,59.98,33.05,0.47,0.37,11.32,2.36,2.19,2.06,0.29,10.27,0.15,59.62,59.92
57,49.2,85.3,8.1,0.13,99.0,0.0,13.38,10.58,10.99,4.33,1.4,1.29,1.05,2.24,1.49,0.09,0.36,0.1,9.89,9.98
58,40.9,74.0,2.3,0.11,99.0,0.0,13.95,7.55,7.69,5.1,3.09,2.38,1.06,1.4,1.22,0.6,0.01,0.15,4.33,4.93
59,25.9,35.6,0.4,99.82,95.0,0.02,52.26,35.18,18.74,0.44,9.72,6.63,2.51,1.1,1.15,27.95,0.05,0.15,24.27,52.22
60,1.4,27.9,2.7,0.0,0.0,0.0,54.62,54.56,54.49,0.48,0.39,0.3,2.09,1.9,1.3,0,0.0,nan,0,0
61,34.6,95.7,4.5,0.0,0.0,0.0,17.93,11.24,10.27,4.14,3.5,1.98,1.08,1.46,1.34,0,0.0,nan,0,0
62,46.9,98.8,9.6,0.0,0.0,0.0,15.55,12.13,12.38,4.22,1.48,1.19,1.02,2.19,1.58,0,0.0,nan,0,0
63,18.2,22.0,2.3,0.0,0.0,0.0,54.32,54.23,38.85,0.48,0.39,21.23,1.99,2.38,2.6,0,0.0,nan,0,0
64,9.8,20.4,6.3,0.0,0.0,0.0,58.24,58.18,58.11,0.47,0.39,0.28,2.12,1.89,1.35,0,0.0,nan,0,0
65,45.0,84.0,4.8,1.21,99.0,0.03,12.53,8.24,8.67,4.53,2.15,1.81,1.12,1.74,1.43,0.5,0.39,0.14,6.61,7.11
66,32.6,80.0,0.9,0.0,0.0,0.0,18.68,11.31,9.57,4.59,3.78,2.98,1.03,1.06,1.24,0,0.0,nan,0,0
67,33.0,91.0,7.8,37.12,95.0,0.49,22.2,14.22,12.8,4.41,4.21,1.64,1.2,1.7,1.3,4.19,2.3,0.16,15.44,19.63
68,37.5,47.8,1.9,6.3,95.0,0.02,23.14,9.91,8.79,8.92,4.83,2.97,1.15,1.4,1.23,1.86,0.21,0.12,13.79,15.65
69,39.5,33.3,8.0,8.62,95.0,0.13,28.07,12.05,11.81,15.51,3.53,1.63,1.48,2.98,1.79,1.93,1.19,0.12,16.22,18.15
70,48.6,39.6,4.1,4.21,99.0,0.09,11.14,7.09,7.78,6.04,2.0,1.87,1.2,1.69,1.34,0.55,1.04,0.14,5.79,6.34
71,47.3,72.5,1.8,6.27,99.0,0.09,9.07,5.23,6.05,4.48,2.27,2.08,1.15,1.55,1.36,0.82,0.45,0.16,3.53,4.35
72,6.4,15.1,9.1,0.0,0.0,0.0,61.02,60.96,60.91,0.47,0.39,0.28,2.08,2.03,1.53,0,0.0,nan,0,0
73,40.3,14.6,8.3,13.03,95.0,0.17,60.17,12.01,11.9,0.42,3.26,1.62,2.42,3.19,1.93,4.11,0.87,0.15,16.3,20.41
74,49.0,65.7,3.6,5.5,99.0,0.11,9.82,6.57,7.23,4.57,1.9,1.81,1.13,1.56,1.48,0.55,1.17,0.16,5.31,5.86
75,27.4,13.1,0.2,0.0,0.0,0.0,52.22,52.16,52.06,0.48,0.39,33.45,2.09,2.0,0.0,0,0.0,nan,0,0
76,48.5,65.0,5.3,2.67,99.0,0.06,11.59,8.16,8.74,4.85,1.78,1.65,1.08,1.78,1.38,0.39,1.2,0.13,7.07,7.46
77,46.7,43.4,8.7,0.0,0.0,0.0,16.16,11.42,11.69,6.86,1.67,1.34,1.22,2.22,1.71,0,0.0,nan,0,0
78,41.3,21.1,2.6,0.08,99.0,0.0,54.45,8.26,8.11,0.41,4.38,2.81,2.73,1.74,1.52,0.62,0.01,0.13,4.51,5.13
79,14.6,24.1,5.9,6.97,95.0,0.02,57.87,57.75,38.83,0.47,0.37,11.21,2.01,2.68,1.6,0.12,11.25,0.14,57.55,57.67
80,13.0,41.9,1.4,99.94,95.0,0.09,53.24,42.46,31.44,0.44,5.62,5.93,2.41,1.3,1.0,17.15,0.27,0.16,36.0,53.15
81,45.5,35.4,4.6,1.39,99.0,0.03,14.56,8.12,8.56,8.31,2.41,1.98,1.27,1.73,1.51,0.53,0.4,0.14,6.4,6.92
82,29.2,90.4,4.3,46.34,95.0,0.34,21.77,14.21,12.18,4.14,3.83,2.29,1.09,1.45,1.28,4.72,1.38,0.16,14.76,19.48
83,45.9,50.2,5.4,1.25,99.0,0.03,13.85,8.62,9.05,6.38,2.15,1.81,1.16,1.75,1.47,0.43,0.51,0.14,7.13,7.57
84,26.2,1.9,4.5,0.0,0.0,0.0,56.42,56.37,56.3,0.46,0.38,0.26,2.5,2.35,1.66,0,0.0,nan,0,0
85,9.2,0.4,8.0,0.0,0.0,0.0,59.99,59.94,59.97,0.46,0.39,0.33,2.09,2.11,1.74,0,0.0,nan,0,0
86,8.6,47.3,7.3,99.36,95.0,0.45,59.07,40.57,32.43,6.53,6.88,5.68,0.05,2.51,1.62,15.88,1.51,0.16,37.45,53.33
87,27.8,32.6,5.2,98.52,95.0,0.3,57.1,25.43,16.23,0.43,11.68,4.65,2.65,2.54,1.34,36.51,0.47,0.14,20.56,57.06
88,27.8,78.4,1.2,43.91,95.0,0.08,22.69,14.81,12.25,4.48,3.85,3.24,1.05,1.3,1.02,4.75,0.35,0.16,15.34,20.09
89,28.0,24.8,2.8,84.38,95.0,0.15,54.79,54.65,17.38,0.46,0.36,6.49,2.14,2.14,1.27,28.94,0.27,0.13,25.79,54.73
90,38.6,50.8,5.7,0.0,0.0,0.0,22.51,10.78,10.33,8.31,3.89,1.99,1.16,2.17,1.52,0,0.0,nan,0,0
91,38.0,91.2,4.5,0.0,99.0,0.0,16.13,9.75,9.47,4.38,3.13,1.99,1.13,1.81,1.37,0.18,0.0,0.09,6.37,6.55
92,30.6,50.6,5.2,78.69,95.0,0.44,34.23,16.93,13.1,8.08,6.36,2.89,1.18,1.79,1.43,14.94,0.9,0.16,15.97,30.91
93,34.6,45.2,5.4,47.92,95.0,0.33,31.62,13.59,11.37,10.33,5.93,2.3,1.15,1.66,1.52,11.49,0.74,0.15,14.69,26.18
94,23.9,94.2,7.0,76.89,95.0,0.72,26.31,18.49,15.87,3.92,4.13,2.39,1.26,1.65,1.11,6.9,2.59,0.17,17.86,24.77
95,43.8,94.2,2.7,1.45,99.0,0.02,10.96,6.74,7.19,4.08,2.42,2.07,1.09,1.35,1.3,0.8,0.16,0.14,4.43,5.23
96,28.0,94.3,8.4,71.08,95.0,0.84,25.37,17.07,14.7,4.11,4.4,1.91,1.14,1.73,1.32,6.83,2.9,0.16,16.73,23.55
97,6.9,12.2,4.5,0.0,0.0,0.0,56.44,56.41,56.44,0.47,0.4,0.34,2.45,1.98,1.49,0,0.0,nan,0,0
98,3.6,24.1,0.8,0.0,0.0,0.0,52.8,52.73,52.71,0.49,0.41,0.31,2.03,2.15,1.72,0,0.0,nan,0,0
99,33.5,78.4,9.0,44.53,95.0,0.61,24.52,15.08,13.39,5.16,4.7,1.55,1.3,1.71,1.8,5.71,2.32,0.15,16.1,21.81
100,7.7,71.6,6.6,90.1,95.0,0.52,39.98,30.92,27.0,4.12,4.45,3.89,1.08,1.98,1.23,8.67,2.28,0.16,29.7,38.36
101,7.1,88.3,9.7,89.38,95.0,0.8,37.25,29.15,25.91,3.69,4.59,3.33,1.23,2.24,1.23,7.8,3.67,0.17,28.12,35.92
102,11.0,95.3,4.0,62.93,95.0,0.3,29.35,23.15,20.89,3.45,3.23,2.78,1.03,1.4,0.86,4.62,1.82,0.16,23.01,27.64
103,24.4,99.0,8.3,78.54,95.0,0.87,26.46,18.67,16.13,3.83,4.26,2.19,1.2,1.75,1.1,6.93,3.13,0.17,18.0,24.93
104,8.1,43.2,5.2,99.72,95.0,0.3,57.05,43.89,34.77,0.44,6.28,5.75,2.02,1.92,1.43,16.55,1.04,0.16,39.83,56.38
105,17.0,19.6,3.3,0.0,0.0,0.0,55.22,55.16,55.06,0.47,0.39,0.27,2.17,1.98,1.66,0,0.0,nan,0,0
106,36.1,1.9,5.6,37.0,99.0,0.12,57.54,57.44,11.64,0.45,0.34,2.73,2.52,2.36,1.46,38.32,0.18,0.1,16.48,54.79
107,22.0,1.8,3.4,0.0,0.0,0.0,55.37,55.31,55.28,0.47,0.4,0.29,2.06,2.15,1.71,0,0.0,nan,0,0
108,31.2,51.2,0.7,66.03,95.0,0.06,30.87,16.27,11.75,7.54,5.75,4.11,1.0,1.18,1.17,11.46,0.14,0.15,15.57,27.03
109,49.3,78.8,9.7,0.0,0.0,0.0,14.96,12.11,12.39,4.62,1.25,1.12,1.03,2.46,1.72,0,0.0,nan,0,0
110,5.2,26.6,0.5,0.0,0.0,0.0,52.43,52.41,52.32,0.49,0.41,0.3,2.66,1.83,1.74,0,0.0,nan,0,0
111,38.9,27.0,1.4,15.13,95.0,0.03,53.23,9.48,8.48,0.41,5.98,3.42,2.46,1.63,1.23,8.66,0.08,0.14,13.71,22.37
112,21.1,91.1,8.2,85.15,95.0,0.83,29.31,20.91,17.97,3.97,4.52,2.72,1.31,1.92,1.06,7.92,2.92,0.17,19.95,27.87
113,12.9,14.9,9.2,0.0,0.0,0.0,61.16,61.1,61.02,0.46,0.38,0.27,2.22,2.05,1.63,0,0.0,nan,0,0
114,28.5,70.0,1.0,53.15,95.0,0.08,24.44,15.52,12.23,5.01,4.23,3.52,1.08,1.11,1.11,6.24,0.28,0.16,15.52,21.77
115,2.9,68.8,4.3,83.75,95.0,0.3,40.89,33.0,29.4,3.96,3.79,3.66,1.05,1.57,1.11,7.17,1.67,0.17,32.04,39.21
116,3.6,93.8,6.4,73.45,95.0,0.47,34.09,27.74,25.44,3.37,3.47,2.66,1.21,1.63,0.88,5.37,2.89,0.16,27.33,32.69
117,40.1,8.4,8.6,20.09,95.0,0.22,60.49,12.29,12.18,0.42,3.32,1.59,2.51,3.31,1.84,9.94,0.57,0.14,16.31,26.25
118,3.3,86.3,4.6,69.21,95.0,0.32,34.59,28.26,25.86,3.49,3.34,2.9,1.22,1.52,0.87,5.14,2.05,0.17,27.95,33.09
119,17.0,55.3,9.3,98.71,95.0,0.68,46.13,30.35,23.29,5.87,7.98,5.09,1.35,3.1,1.93,16.56,1.83,0.15,27.76,44.32
120,13.4,12.9,5.3,0.0,0.0,0.0,57.27,57.22,57.19,0.47,0.4,0.28,2.44,2.4,1.6,0,0.0,nan,0,0
121,11.9,10.9,1.7,0.0,0.0,0.0,53.69,53.63,53.66,0.48,0.41,0.35,2.01,2.18,1.89,0,0.0,nan,0,0
122,2.5,20.2,3.2,0.0,0.0,0.0,55.15,55.1,55.1,0.48,0.41,0.31,2.24,2.09,1.7,0,0.0,nan,0,0
123,15.3,75.9,3.0,81.05,95.0,0.26,31.97,24.33,20.6,4.11,3.74,3.62,1.21,1.26,1.02,7.04,1.13,0.17,23.29,30.32
124,25.0,17.8,3.5,5.82,95.0,0.01,55.49,55.4,23.23,0.47,0.37,9.95,2.26,2.52,1.55,0.16,4.3,0.14,55.15,55.31
125,0.9,25.0,0.3,0.0,0.0,0.0,52.21,52.17,52.14,0.49,0.42,0.32,2.46,1.88,1.9,0,0.0,nan,0,0
126,36.7,55.1,2.0,6.14,95.0,0.03,21.73,10.28,8.97,7.25,4.61,2.88,1.07,1.33,1.29,1.56,0.26,0.14,13.79,15.36
127,23.7,93.5,1.2,34.85,95.0,0.07,21.6,15.51,13.33,3.75,3.27,2.99,1.15,1.31,1.05,3.08,0.43,0.15,16.28,19.36
128,40.9,43.2,5.0,0.03,99.0,0.0,20.17,9.62,9.48,9.53,3.33,2.08,1.29,1.82,1.53,0.42,0.01,0.13,6.8,7.23
129,41.7,39.3,5.1,0.08,99.0,0.0,19.68,9.43,9.43,10.27,3.13,2.05,1.38,1.89,1.55,0.44,0.03,0.13,6.92,7.35
130,34.4,98.2,3.5,0.0,0.0,0.0,16.91,10.67,9.7,4.0,3.35,2.13,1.09,1.32,1.34,0,0.0,nan,0,0
131,41.6,70.7,6.4,0.04,99.0,0.0,16.81,10.24,10.24,5.56,2.62,1.74,1.18,1.95,1.63,0.24,0.03,0.12,8.25,8.49
132,20.2,34.8,0.6,97.16,95.0,0.04,52.56,52.4,26.47,0.45,10.16,7.48,2.21,0.02,1.15,17.64,0.12,0.15,34.89,52.52
133,6.5,7.1,7.4,0.0,0.0,0.0,59.4,59.35,59.38,0.46,0.4,0.32,2.23,2.24,1.77,0,0.0,nan,0,0
134,12.8,16.3,0.9,0.0,0.0,0.0,52.9,52.87,52.84,0.48,0.41,0.32,2.4,1.86,2.01,0,0.0,nan,0,0
135,42.1,87.1,6.7,0.05,99.0,0.0,15.74,10.35,10.35,4.66,2.38,1.65,1.17,1.96,1.92,0.24,0.04,0.13,8.56,8.81
136,14.1,24.2,3.0,0.0,0.0,0.0,54.94,54.89,43.96,0.48,0.39,16.19,2.53,2.12,2.11,0,0.0,nan,0,0
137,23.0,15.8,4.5,2.38,95.0,0.01,56.47,56.39,27.46,0.47,0.38,12.22,2.32,2.61,1.65,0.08,4.38,0.14,56.19,56.27
138,13.2,96.2,9.7,88.25,95.0,0.89,33.25,25.35,22.27,3.65,4.51,3.03,1.15,2.05,1.16,7.55,3.76,0.16,24.31,31.86
139,27.4,24.4,9.7,93.78,95.0,0.49,61.57,61.47,17.19,0.45,0.35,3.71,2.75,2.15,1.78,40.16,0.75,0.13,21.38,61.54
140,15.5,35.7,0.1,86.14,95.0,0.01,52.04,51.87,32.88,0.46,0.38,7.16,2.07,2.18,0.91,10.97,0.03,0.15,41.02,51.99
141,19.1,47.5,5.1,99.41,98.0,0.38,48.78,31.52,22.84,6.7,7.08,5.37,1.15,2.08,1.32,16.97,0.98,0.15,27.51,44.49
142,10.0,50.5,0.1,98.75,95.0,0.01,46.7,37.52,29.68,5.1,4.43,4.82,1.14,0.91,1.07,11.41,0.04,0.16,33.39,44.8
143,13.2,9.0,4.1,0.0,0.0,0.0,56.02,55.99,55.99,0.47,0.4,0.32,2.47,1.87,1.75,0,0.0,nan,0,0
144,2.1,2.2,3.1,0.0,0.0,0.0,55.09,55.06,55.13,0.47,0.41,0.41,2.33,1.83,1.72,0,0.0,nan,0,0
145,11.6,58.6,5.3,96.47,95.0,0.41,43.78,32.69,26.69,4.89,5.09,4.66,1.21,1.75,1.43,11.65,1.46,0.16,30.42,42.07
146,37.5,65.8,7.2,0.0,0.0,0.0,21.63,12.04,11.49,6.2,3.82,1.7,1.25,2.28,1.46,0,0.0,nan,0,0
147,44.0,39.0,3.3,0.95,99.0,0.02,15.4,7.54,7.91,8.74,2.91,2.28,1.24,1.48,1.32,0.66,0.16,0.15,5.14,5.8
148,49.2,14.9,7.3,0.67,99.0,0.02,13.55,9.89,10.35,7.48,1.59,1.47,1.4,1.97,1.5,0.18,0.9,0.13,9.07,9.25
149,32.2,4.4,8.4,52.69,95.0,0.24,60.34,60.23,14.39,0.46,0.35,2.84,2.04,2.35,1.93,41.3,0.35,0.1,18.94,60.24
150,44.6,62.7,7.4,0.15,99.0,0.0,15.9,10.49,10.7,5.82,2.04,1.55,1.12,1.97,1.64,0.2,0.18,0.13,9.18,9.38
151,40.6,13.9,5.3,10.54,95.0,0.09,57.17,10.1,9.81,0.42,3.97,2.2,2.94,2.19,1.81,4.57,0.4,0.12,14.93,19.5
152,25.2,83.5,8.1,83.41,95.0,0.83,28.62,19.04,16.05,4.42,4.86,2.48,1.23,1.95,1.23,8.79,2.53,0.16,18.14,26.93
153,41.3,58.4,8.9,0.0,0.0,0.0,20.33,12.24,12.24,6.81,2.52,1.41,1.17,2.85,1.8,0,0.0,nan,0,0
154,34.1,69.3,2.4,15.93,95.0,0.08,20.63,11.53,9.91,5.46,4.26,2.69,1.15,1.23,1.1,2.86,0.44,0.14,13.69,16.55
155,1.6,13.3,3.7,0.0,0.0,0.0,55.64,55.61,55.64,0.48,0.41,0.36,2.27,1.82,1.75,0,0.0,nan,0,0
156,5.2,83.6,5.6,78.13,95.0,0.43,35.65,28.65,25.82,3.63,3.64,3.1,1.26,1.66,1.05,6.19,2.35,0.16,28.04,34.23
157,31.4,62.6,6.8,66.57,95.0,0.59,28.63,15.81,13.14,6.27,5.49,2.16,1.14,1.66,1.32,10.09,1.49,0.16,15.65,25.74
158,24.5,0.3,8.0,0.0,0.0,0.0,59.97,59.91,59.84,0.46,0.37,0.25,2.17,2.05,1.38,0,0.0,nan,0,0
159,37.4,50.3,5.4,14.87,95.0,0.15,24.26,11.3,10.4,8.55,4.43,2.07,1.17,1.96,1.68,3.32,0.8,0.14,14.55,17.87
160,33.0,6.6,7.4,57.68,95.0,0.24,59.36,59.23,13.78,0.45,0.35,2.86,2.08,2.82,1.44,41.28,0.34,0.1,17.99,59.27
161,12.6,7.4,2.7,0.0,0.0,0.0,54.71,54.68,54.71,0.48,0.41,0.35,2.26,1.79,1.58,0,0.0,nan,0,0
162,36.5,20.5,7.4,47.41,95.0,0.2,59.33,13.43,12.07,0.43,6.04,1.93,2.34,2.42,1.8,43.56,0.27,0.13,15.64,59.2
163,48.8,49.4,3.9,4.7,99.0,0.1,10.56,6.87,7.54,5.36,1.96,1.84,1.19,1.71,1.48,0.53,1.15,0.14,5.63,6.16
164,24.0,68.4,7.7,91.28,95.0,0.73,33.48,21.27,17.17,5.2,5.79,3.24,1.27,2.21,1.42,11.9,1.95,0.16,19.77,31.67
165,30.8,64.3,0.9,44.39,95.0,0.06,24.26,14.3,11.19,5.63,4.59,3.55,1.18,1.14,1.15,6.37,0.2,0.16,14.77,21.14
166,7.4,25.4,7.5,0.0,0.0,0.0,59.41,59.32,47.63,0.47,0.37,15.37,2.12,2.08,3.17,0,0.0,nan,0,0
167,15.2,56.8,0.2,97.0,95.0,0.02,39.66,30.46,23.73,5.01,4.34,4.62,1.04,1.01,0.93,10.5,0.07,0.16,27.15,37.65
168,3.0,26.9,6.8,0.0,0.0,0.0,58.71,58.6,58.55,0.47,0.38,9.91,1.96,2.6,0.02,0,0.0,nan,0,0
169,34.6,67.6,3.0,17.19,95.0,0.1,21.01,11.4,9.91,5.68,4.35,2.54,1.19,1.48,1.33,3.13,0.54,0.15,13.74,16.87
170,25.8,46.5,4.7,96.82,95.0,0.37,43.69,23.54,16.68,8.13,7.45,4.4,1.22,2.09,1.36,20.41,0.74,0.15,20.44,40.85
171,5.9,89.4,2.1,50.35,95.0,0.12,30.82,25.32,22.86,3.42,3.03,2.95,1.05,1.09,0.99,3.57,0.97,0.16,25.39,28.96
