idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
572,9.0,70.1,0.5,80.02,95.0,0.04,35.02,28.34,24.35,4.03,3.49,3.72,1.09,1.13,0.96,6.03,0.22,0.17,27.25,33.28
573,28.2,40.2,0.5,96.91,95.0,0.04,52.29,25.78,15.33,0.43,8.02,5.51,2.57,1.0,1.11,24.44,0.07,0.15,19.89,44.34
574,7.5,4.5,0.5,0.0,0.0,0.0,52.49,52.44,52.53,0.48,0.42,0.43,2.05,2.16,1.57,0,0.0,nan,0,0
575,18.7,10.6,0.5,0.0,0.0,0.0,52.49,52.43,52.43,0.48,0.41,0.32,2.04,2.12,1.56,0,0.0,nan,0,0
576,39.4,15.6,0.5,24.69,95.0,0.01,52.43,9.87,8.43,0.43,7.76,4.15,2.2,1.48,1.14,38.19,0.01,0.12,14.11,52.3
577,17.2,51.9,0.5,98.87,95.0,0.04,42.74,31.66,23.21,5.61,4.86,5.05,0.95,1.02,1.19,13.1,0.12,0.16,27.26,40.36
578,1.7,99.0,0.5,0.0,0.0,0.0,28.3,23.87,22.07,3.12,2.7,2.76,1.13,1.22,1.11,0,0.0,nan,0,0
579,24.3,56.7,0.5,91.98,95.0,0.05,34.2,22.79,16.39,5.83,4.96,4.58,0.94,1.02,1.04,11.63,0.13,0.16,20.0,31.63
580,39.0,42.6,0.5,0.0,99.0,0.0,22.72,8.51,7.72,10.5,4.96,3.4,1.08,1.36,1.34,0.83,0.0,0.13,2.32,3.14
581,38.4,81.9,0.5,0.0,99.0,0.0,13.66,7.41,7.24,4.57,3.38,2.75,1.12,1.2,1.2,0.73,0.0,0.13,2.39,3.12
582,12.7,3.8,0.5,0.0,0.0,0.0,52.49,52.43,52.49,0.48,0.42,0.4,2.05,2.32,2.04,0,0.0,nan,0,0
583,9.0,8.4,0.5,0.0,0.0,0.0,52.48,52.45,52.48,0.48,0.42,0.41,2.18,1.76,2.2,0,0.0,nan,0,0
584,27.9,87.1,0.5,19.47,95.0,0.02,20.07,13.48,11.49,4.08,3.5,3.16,1.14,1.24,0.97,2.23,0.14,0.15,14.94,17.17
585,47.4,91.0,0.5,8.85,99.0,0.05,7.41,4.07,5.07,3.81,2.27,2.09,1.22,1.44,1.14,0.98,0.15,0.16,2.26,3.23
586,29.9,39.7,0.5,92.49,95.0,0.04,52.32,22.52,13.73,0.43,8.12,5.22,1.9,1.18,1.2,23.85,0.06,0.15,18.25,42.1
587,48.0,25.7,0.5,8.55,99.0,0.04,9.95,4.13,5.32,7.91,2.73,2.5,1.3,1.6,1.14,0.94,0.15,0.15,2.3,3.24
588,32.0,95.6,0.5,0.0,0.0,0.0,16.17,10.33,9.27,3.89,3.27,2.84,1.08,1.13,1.01,0,0.0,nan,0,0
589,19.7,44.8,0.5,99.8,96.0,0.04,52.29,34.62,23.46,0.45,5.92,5.81,2.01,0.97,0.93,18.0,0.09,0.15,27.8,45.81
590,48.3,99.2,0.5,10.78,99.0,0.06,6.85,3.95,4.91,3.53,2.13,2.0,1.17,1.23,1.09,0.92,0.19,0.16,2.25,3.17
591,1.9,25.6,0.5,0.0,0.0,0.0,52.45,52.42,52.37,0.49,0.41,0.31,2.39,1.78,1.9,0,0.0,nan,0,0
592,45.1,90.5,0.5,4.64,99.0,0.02,8.69,4.61,5.48,3.99,2.53,2.24,1.05,1.37,1.15,1.08,0.07,0.15,2.27,3.35
593,2.4,78.6,0.5,53.32,95.0,0.03,33.99,28.51,25.68,3.56,3.08,3.25,1.0,1.02,0.91,3.62,0.24,0.16,28.42,32.05
594,32.3,98.5,0.5,0.0,0.0,0.0,15.59,9.96,8.94,3.81,3.2,2.78,1.11,1.18,1.21,0,0.0,nan,0,0
595,7.2,75.5,0.5,68.21,95.0,0.04,33.45,27.37,23.96,3.78,3.28,3.47,1.11,1.2,1.1,4.81,0.24,0.16,26.88,31.69
596,33.8,29.9,0.5,77.37,95.0,0.02,52.39,18.58,11.29,0.43,10.58,4.98,2.3,1.21,1.25,36.16,0.04,0.14,16.15,52.3
597,37.9,10.5,0.5,45.19,95.0,0.01,52.45,52.32,9.38,0.45,0.34,4.87,2.24,2.76,1.32,36.71,0.02,0.11,15.64,52.35
598,12.9,12.4,0.5,0.0,0.0,0.0,52.48,52.43,52.46,0.48,0.42,0.35,2.14,2.19,1.92,0,0.0,nan,0,0
599,8.4,23.8,0.5,0.0,0.0,0.0,52.47,52.42,52.36,0.49,0.41,0.3,2.04,1.97,1.42,0,0.0,nan,0,0
600,33.9,1.3,0.5,0.0,0.0,0.0,52.47,52.39,14.28,0.46,0.37,9.01,2.51,2.75,1.37,0,0.0,nan,0,0
601,9.8,3.6,0.5,0.0,0.0,0.0,52.48,52.45,52.51,0.48,0.42,0.42,2.41,1.92,1.82,0,0.0,nan,0,0
602,11.0,93.4,0.5,35.74,95.0,0.02,26.61,21.61,19.15,3.41,2.96,3.05,1.13,1.03,1.03,2.52,0.23,0.15,22.07,24.59
603,44.4,14.0,0.5,2.04,99.0,0.01,52.37,5.53,6.3,0.41,4.02,3.12,2.98,1.49,1.22,1.13,0.03,0.15,2.28,3.41
604,4.8,92.9,0.5,27.11,95.0,0.02,28.81,24.08,21.87,3.3,2.85,2.94,1.17,1.08,1.03,1.89,0.24,0.17,24.83,26.72
605,31.4,45.2,0.5,74.74,95.0,0.04,35.77,17.72,12.09,9.28,6.64,4.51,1.06,1.1,1.09,15.36,0.08,0.15,16.11,31.46
606,41.2,47.8,0.5,0.16,99.0,0.0,16.77,6.81,6.81,8.09,4.02,3.03,1.04,1.28,1.35,1.04,0.0,0.14,2.34,3.38
607,7.1,22.2,0.5,0.0,0.0,0.0,52.46,52.42,52.39,0.49,0.41,0.31,2.49,1.93,1.75,0,0.0,nan,0,0
608,35.7,55.3,0.5,9.8,95.0,0.01,22.42,10.8,8.87,7.07,4.86,3.47,0.94,1.07,1.26,2.62,0.06,0.14,13.68,16.3
609,43.5,26.6,0.5,1.26,99.0,0.01,17.57,5.93,6.39,40.83,4.0,3.06,6.05,1.3,1.27,1.16,0.02,0.15,2.26,3.42
610,7.8,27.1,0.5,0.0,0.0,0.0,52.45,52.39,52.31,0.48,0.4,0.29,2.47,2.32,1.46,0,0.0,nan,0,0
611,16.7,16.8,0.5,0.0,0.0,0.0,52.45,52.42,52.37,0.48,0.41,0.29,2.7,2.15,1.73,0,0.0,nan,0,0
612,15.9,90.3,0.5,45.41,95.0,0.03,25.48,19.91,17.34,3.6,3.12,3.21,1.1,1.11,0.9,3.33,0.23,0.16,20.15,23.47
613,48.9,5.7,0.5,10.05,99.0,0.05,52.36,4.01,5.19,0.4,2.69,2.55,3.2,1.49,1.24,0.9,0.18,0.16,2.29,3.19
614,33.4,21.1,0.5,82.88,95.0,0.03,52.44,52.31,12.35,0.45,0.34,5.95,2.31,2.37,1.32,33.97,0.04,0.13,18.41,52.38
615,14.3,25.8,0.5,0.0,0.0,0.0,52.47,52.38,52.3,0.48,0.4,12.43,2.01,2.43,0.01,0,0.0,nan,0,0
616,18.2,99.1,0.5,25.48,95.0,0.02,22.58,17.36,15.16,3.44,2.99,3.0,1.08,1.18,1.12,1.99,0.21,0.15,18.29,20.28
617,46.3,9.8,0.5,4.79,99.0,0.02,52.37,4.85,5.8,0.4,3.42,2.89,3.07,1.39,1.24,1.11,0.07,0.16,2.23,3.34
618,44.8,5.7,0.5,2.39,99.0,0.01,52.41,5.46,6.23,0.41,4.1,3.19,2.31,1.48,1.31,1.1,0.04,0.15,2.3,3.4
619,14.7,97.9,0.5,28.85,95.0,0.02,24.17,19.23,17.05,3.4,2.94,3.0,1.22,1.07,0.92,2.12,0.22,0.16,19.95,22.08
620,40.4,34.1,0.5,0.04,99.0,0.0,24.37,7.83,7.45,15.44,4.98,3.39,1.23,1.29,1.19,0.97,0.0,0.14,2.33,3.3
621,0.1,83.2,0.5,38.96,95.0,0.02,33.03,28.05,25.51,3.4,2.94,3.06,1.1,1.01,1.05,2.65,0.24,0.17,28.39,31.05
622,9.3,43.5,0.5,99.79,95.0,0.03,52.34,43.46,33.7,0.44,4.92,5.41,2.42,1.02,1.08,14.3,0.12,0.16,37.88,52.18
623,10.9,57.1,0.5,96.03,95.0,0.04,41.46,32.87,26.6,4.72,4.09,4.43,1.06,1.11,1.14,9.49,0.17,0.16,30.1,39.58
624,9.0,77.0,0.5,67.55,95.0,0.04,32.2,26.28,22.81,3.79,3.28,3.47,1.16,1.01,1.02,4.79,0.23,0.17,25.68,30.46
625,9.8,7.9,0.5,0.0,0.0,0.0,52.49,52.43,52.49,0.48,0.42,0.4,2.06,2.21,2.02,0,0.0,nan,0,0
626,30.4,49.5,0.5,75.36,95.0,0.04,33.09,17.95,12.51,7.79,6.01,4.41,1.03,1.02,1.04,13.08,0.1,0.16,16.32,29.4
627,10.3,61.2,0.5,92.0,97.0,0.04,39.05,31.15,25.9,4.46,3.87,4.16,1.09,1.18,0.99,7.17,0.21,0.16,29.09,36.26
628,40.6,58.3,0.5,0.09,99.0,0.0,14.97,6.83,7.0,6.4,3.78,2.92,1.19,1.31,1.07,1.05,0.0,0.15,2.3,3.35
629,3.3,73.3,0.5,66.14,95.0,0.03,35.68,29.76,26.43,3.73,3.23,3.43,1.05,1.1,1.02,4.59,0.24,0.17,29.28,33.87
630,36.1,5.5,0.5,23.14,95.0,0.01,52.48,52.37,11.28,0.46,0.35,6.22,2.09,2.27,1.22,30.88,0.01,0.09,21.45,52.33
631,16.8,84.2,0.5,58.07,95.0,0.04,26.73,20.67,17.58,3.81,3.3,3.39,1.09,1.08,0.98,4.34,0.22,0.16,20.46,24.8
632,24.7,1.5,0.5,0.0,0.0,0.0,52.48,52.45,52.42,0.48,0.4,0.3,2.29,1.87,1.64,0,0.0,nan,0,0
633,23.8,87.2,0.5,38.89,95.0,0.03,22.37,16.02,13.56,3.94,3.4,3.28,1.14,1.2,0.93,3.49,0.18,0.16,16.59,20.08
634,9.3,83.2,0.5,55.55,95.0,0.03,30.03,24.46,21.47,3.62,3.14,3.29,1.16,1.12,1.08,3.85,0.24,0.17,24.37,28.22
635,8.2,37.1,0.5,80.04,95.0,0.03,52.42,52.28,39.11,0.46,0.39,6.08,2.21,1.8,0.94,7.15,0.19,0.15,45.21,52.37
636,0.2,52.0,0.5,93.48,95.0,0.03,48.43,40.68,35.19,4.43,3.84,4.18,0.98,0.99,0.97,8.22,0.19,0.17,38.34,46.56
637,25.8,12.1,0.5,0.0,0.0,0.0,52.46,52.43,52.33,0.48,0.4,0.27,2.61,1.86,1.52,0,0.0,nan,0,0
638,40.8,86.5,0.5,0.21,99.0,0.0,11.54,6.23,6.52,4.33,3.05,2.55,1.04,1.12,1.09,1.09,0.0,0.14,2.31,3.4
639,35.6,38.1,0.5,38.48,95.0,0.02,35.59,13.03,9.59,14.79,6.86,4.09,1.21,1.15,1.3,13.21,0.05,0.15,14.28,27.49
640,3.1,87.3,0.5,36.06,95.0,0.02,30.85,26.01,23.53,3.38,2.92,3.03,1.21,1.01,1.05,2.47,0.24,0.15,26.44,28.91
641,24.7,51.3,0.5,95.8,95.0,0.05,37.74,24.47,16.73,6.57,5.56,4.95,1.12,1.12,1.16,14.44,0.11,0.16,20.76,35.2
642,26.9,2.1,0.5,0.0,0.0,0.0,52.47,52.44,52.39,0.48,0.4,0.28,2.66,2.04,1.62,0,0.0,nan,0,0
643,11.2,18.2,0.5,0.0,0.0,0.0,52.46,52.43,52.41,0.48,0.42,0.32,2.48,1.85,1.87,0,0.0,nan,0,0
644,12.5,81.7,0.5,61.98,95.0,0.04,29.35,23.26,20.17,3.75,3.26,3.4,1.03,1.23,0.99,4.43,0.23,0.17,23.02,27.45
645,4.8,69.9,0.5,74.93,95.0,0.04,36.53,30.34,26.65,3.89,3.36,3.6,1.15,1.04,0.92,5.39,0.23,0.16,29.45,34.85
646,0.9,59.9,0.5,85.17,95.0,0.03,42.83,35.91,31.55,4.1,3.55,3.83,1.1,1.19,1.03,6.57,0.21,0.16,34.56,41.12
647,26.1,70.3,0.5,63.94,95.0,0.05,25.74,17.28,13.56,4.83,4.12,3.78,1.19,1.15,1.04,6.65,0.16,0.16,16.83,23.47
648,43.5,71.7,0.5,1.82,99.0,0.01,10.64,5.28,5.97,4.93,2.98,2.51,1.21,1.35,1.17,1.12,0.03,0.15,2.3,3.42
649,6.2,49.4,0.5,98.25,95.0,0.03,49.25,40.08,32.96,5.77,4.27,4.68,1.34,1.07,1.06,10.68,0.15,0.16,36.56,47.24
650,14.0,12.2,0.5,0.0,0.0,0.0,52.47,52.44,52.44,0.48,0.42,0.35,2.5,1.91,2.14,0,0.0,nan,0,0
651,6.8,59.2,0.5,92.2,95.0,0.04,41.54,34.0,28.56,4.39,3.81,4.12,1.1,1.0,1.1,7.98,0.19,0.16,31.81,39.79
652,7.4,57.3,0.5,94.24,95.0,0.04,42.57,34.76,29.11,4.52,3.92,4.26,1.12,0.96,0.91,8.59,0.18,0.16,32.24,40.83
653,8.2,82.6,0.5,55.15,95.0,0.03,30.67,25.02,22.12,3.61,3.12,3.28,1.07,1.19,1.04,3.81,0.24,0.16,24.98,28.79
654,19.4,42.0,0.5,99.93,95.0,0.03,52.32,37.14,24.57,0.44,6.34,6.17,2.4,1.19,1.01,21.08,0.08,0.15,29.3,50.38
655,26.3,39.6,0.5,99.21,95.0,0.03,52.31,29.67,17.27,0.43,8.09,5.96,2.66,1.18,1.23,26.3,0.06,0.15,22.29,48.59
656,38.8,33.9,0.5,8.33,95.0,0.01,52.3,9.13,8.05,30.54,5.75,3.64,0.01,1.39,1.26,3.96,0.03,0.14,13.61,17.57
657,16.8,43.6,0.5,99.91,95.0,0.03,52.33,38.31,27.0,0.44,5.72,5.93,1.95,1.14,0.92,18.31,0.09,0.16,31.36,49.67
658,40.2,91.3,0.5,0.1,99.0,0.0,11.57,6.31,6.62,4.15,3.01,2.53,1.04,1.24,1.1,0.98,0.0,0.14,2.38,3.37
659,42.4,5.4,0.5,6.45,95.0,0.0,52.43,6.91,7.09,0.43,5.66,3.71,2.59,1.66,1.36,8.85,0.01,0.12,13.94,22.79
660,47.9,93.4,0.5,9.93,99.0,0.05,7.22,3.95,4.91,3.7,2.2,2.05,1.08,1.47,1.29,0.97,0.17,0.15,2.23,3.2
661,21.1,63.3,0.5,89.73,95.0,0.05,32.5,23.16,17.69,4.98,4.3,4.29,1.02,1.22,1.17,9.21,0.16,0.16,21.17,30.39
662,26.5,6.9,0.5,0.0,0.0,0.0,52.49,52.43,52.35,0.48,0.4,0.27,2.1,2.1,1.7,0,0.0,nan,0,0
663,25.2,2.1,0.5,0.0,0.0,0.0,52.49,52.43,52.4,0.48,0.4,0.3,2.17,2.34,1.88,0,0.0,nan,0,0
664,48.5,77.7,0.5,10.71,99.0,0.06,7.36,3.94,4.9,4.07,2.23,2.09,1.07,1.34,1.23,0.94,0.19,0.15,2.23,3.17
665,31.7,80.9,0.5,0.0,0.0,0.0,18.93,11.54,10.0,4.48,3.74,3.14,1.01,1.27,0.96,0,0.0,nan,0,0
666,44.2,3.4,0.5,1.65,99.0,0.01,52.42,5.71,6.52,0.42,4.47,3.35,2.42,1.61,1.2,1.17,0.02,0.15,2.25,3.42
667,13.3,67.8,0.5,85.51,98.0,0.05,34.31,27.02,22.2,4.29,3.72,3.95,1.09,1.03,1.13,5.98,0.24,0.16,25.41,31.39
668,27.1,92.4,0.5,13.02,95.0,0.01,19.51,13.57,11.48,3.86,3.32,3.05,1.1,1.0,1.07,1.44,0.15,0.14,15.07,16.52
669,12.5,52.0,0.5,98.68,95.0,0.04,44.87,34.94,27.34,5.19,4.5,4.85,0.95,1.03,0.98,11.72,0.14,0.16,30.98,42.71
670,47.5,28.8,0.5,7.77,99.0,0.04,10.14,4.26,5.35,7.84,2.79,2.52,1.34,1.51,1.23,0.97,0.13,0.16,2.29,3.26
671,32.4,12.0,0.5,9.84,95.0,0.0,52.47,52.38,14.76,0.47,0.36,8.08,2.18,2.03,1.33,17.59,0.01,0.09,34.71,52.3
672,47.8,51.4,0.5,8.82,99.0,0.05,8.69,4.18,5.11,5.39,2.52,2.31,1.13,1.31,1.34,0.92,0.16,0.17,2.31,3.23
673,23.3,53.4,0.5,96.09,95.0,0.05,37.44,24.97,17.76,6.1,5.22,4.87,0.96,1.23,1.02,13.32,0.12,0.16,21.54,34.86
674,6.2,13.1,0.5,0.0,0.0,0.0,52.48,52.45,52.48,0.48,0.42,0.39,2.27,1.78,2.1,0,0.0,nan,0,0
675,20.3,28.8,0.5,18.44,95.0,0.01,52.43,52.34,29.97,0.47,0.37,9.29,2.7,2.1,1.16,6.34,0.05,0.13,45.96,52.3
676,4.4,54.6,0.5,94.45,95.0,0.04,45.31,37.36,31.73,4.5,3.9,4.25,1.13,1.17,1.04,8.57,0.18,0.16,35.01,43.58
677,30.5,57.0,0.5,59.75,96.0,0.04,27.96,15.85,11.88,6.42,5.14,4.01,1.0,1.16,1.04,8.39,0.12,0.15,15.54,23.93
678,10.1,71.0,0.5,79.56,95.0,0.04,34.27,27.67,23.48,4.03,3.5,3.72,1.04,0.96,1.05,6.01,0.22,0.17,26.47,32.47
679,27.4,61.3,0.5,74.52,95.0,0.05,28.61,18.17,13.54,5.63,4.73,4.11,1.13,1.11,1.08,9.07,0.14,0.16,17.03,26.09
680,15.5,24.2,0.5,0.0,0.0,0.0,52.46,52.41,52.31,0.48,0.4,0.28,2.21,1.93,1.28,0,0.0,nan,0,0
681,25.6,38.3,0.5,99.64,95.0,0.03,52.33,32.29,18.27,0.43,8.44,6.23,2.88,1.08,1.22,28.59,0.06,0.15,23.51,52.1
682,0.6,35.3,0.5,18.15,95.0,0.01,52.44,52.32,45.84,0.48,0.38,5.46,2.21,2.26,0.92,0.77,0.39,0.16,51.51,52.28
683,11.9,55.7,0.5,97.14,95.0,0.04,42.06,33.2,26.4,4.88,4.24,4.56,1.09,0.98,1.1,10.21,0.16,0.17,29.96,40.17
684,14.2,98.8,0.5,26.7,95.0,0.02,24.22,19.17,17.13,3.37,2.92,2.97,1.11,1.26,0.94,1.96,0.22,0.15,20.07,22.03
685,38.6,15.9,0.5,34.39,95.0,0.01,52.44,11.01,8.68,0.44,8.81,4.35,2.12,1.5,1.34,37.9,0.02,0.12,14.41,52.32
686,43.6,44.0,0.5,1.51,99.0,0.01,13.73,5.58,6.17,7.93,3.5,2.81,1.2,1.37,1.28,1.08,0.02,0.16,2.34,3.42
687,19.4,44.0,0.5,99.86,95.0,0.03,52.29,35.35,23.97,0.44,6.01,5.91,2.34,1.17,0.97,19.15,0.09,0.15,28.44,47.59
688,5.5,22.5,0.5,0.0,0.0,0.0,52.46,52.43,52.4,0.49,0.42,0.32,2.37,1.81,1.68,0,0.0,nan,0,0
689,36.9,15.5,0.5,57.14,95.0,0.02,52.43,52.31,9.98,0.45,0.34,4.93,2.6,2.64,1.14,36.77,0.03,0.12,15.59,52.36
690,17.6,67.5,0.5,87.09,95.0,0.05,32.35,24.42,19.52,4.51,3.91,4.05,1.08,1.09,1.04,7.77,0.19,0.16,22.71,30.48
691,42.5,82.1,0.5,1.03,99.0,0.0,10.77,5.63,6.06,4.47,2.94,2.48,1.02,1.13,1.26,1.12,0.02,0.15,2.31,3.43
692,36.9,74.3,0.5,0.0,0.0,0.0,15.95,8.55,7.91,5.01,3.74,2.95,1.04,1.13,1.13,0,0.0,nan,0,0
693,23.8,78.5,0.5,57.44,95.0,0.04,24.66,17.52,14.25,4.28,3.68,3.55,1.17,1.12,1.03,5.18,0.18,0.17,17.35,22.54
694,45.7,12.7,0.5,3.94,99.0,0.02,52.38,5.0,5.83,0.4,3.54,2.93,2.43,1.43,1.39,1.12,0.06,0.15,2.25,3.36
695,0.2,76.6,0.5,53.5,95.0,0.03,35.3,29.8,26.93,3.56,3.08,3.24,1.07,1.16,1.06,3.63,0.24,0.16,29.8,33.43
696,24.9,96.3,0.5,15.78,95.0,0.02,20.01,14.3,12.23,3.68,3.18,3.03,1.1,1.16,1.17,1.55,0.17,0.15,15.71,17.26
697,20.9,78.4,0.5,64.76,97.0,0.04,26.41,19.42,15.99,4.16,3.6,3.6,1.09,1.15,0.95,4.9,0.22,0.16,18.98,23.88
698,30.4,38.0,0.5,92.25,95.0,0.03,52.32,22.79,13.74,0.42,8.68,5.27,2.19,1.08,1.02,26.53,0.06,0.14,18.13,44.66
699,22.9,72.3,0.5,72.57,95.0,0.05,27.39,19.49,15.29,4.53,3.91,3.82,1.01,1.01,1.15,6.67,0.18,0.16,18.54,25.21
700,19.5,55.5,0.5,97.02,97.0,0.05,38.22,27.59,20.38,5.48,4.74,4.79,1.14,1.22,1.16,10.72,0.15,0.16,24.23,34.95
701,16.1,78.7,0.5,69.17,95.0,0.04,28.65,22.18,18.53,3.97,3.44,3.57,1.18,1.16,1.18,5.26,0.22,0.16,21.61,26.86
702,25.0,44.4,0.5,98.78,95.0,0.04,45.55,28.0,17.7,8.0,6.68,5.57,0.99,1.18,1.2,19.97,0.08,0.15,22.29,42.26
703,15.2,14.5,0.5,0.0,0.0,0.0,52.47,52.44,52.41,0.48,0.41,0.32,2.25,1.85,1.88,0,0.0,nan,0,0
704,29.1,8.8,0.5,0.0,0.0,0.0,52.47,52.42,52.33,0.47,0.39,0.26,2.44,2.11,1.64,0,0.0,nan,0,0
705,16.2,84.3,0.5,57.88,95.0,0.04,26.93,20.94,17.83,3.79,3.28,3.38,1.1,1.08,1.03,4.28,0.22,0.17,20.74,25.02
706,47.9,20.4,0.5,8.37,99.0,0.04,10.15,4.2,5.28,8.77,2.78,2.55,1.47,1.5,1.31,0.97,0.14,0.16,2.28,3.24
707,45.5,1.1,0.5,3.36,99.0,0.02,52.4,5.12,5.98,0.42,3.89,3.14,2.85,1.57,1.45,1.01,0.05,0.16,2.37,3.38
708,28.2,49.7,0.5,88.31,95.0,0.04,35.97,20.84,14.14,7.41,5.98,4.71,0.89,1.02,1.05,14.51,0.1,0.16,18.0,32.51
709,38.7,53.8,0.5,0.0,99.0,0.0,18.61,8.23,7.67,7.26,4.36,3.18,1.07,1.26,1.2,0.78,0.0,0.13,2.34,3.12
710,25.9,51.7,0.5,93.55,95.0,0.05,36.4,22.92,15.77,6.65,5.59,4.82,1.07,1.13,1.11,14.03,0.11,0.16,19.67,33.7
711,19.5,35.8,0.5,98.46,95.0,0.03,52.42,45.54,27.06,0.45,10.66,7.29,2.07,1.76,1.15,17.73,0.09,0.15,34.64,52.38
712,17.6,94.8,0.5,35.22,95.0,0.03,23.8,18.46,15.87,3.54,3.07,3.1,1.02,0.98,1.12,2.67,0.22,0.16,18.92,21.6
713,26.3,9.9,0.5,0.0,0.0,0.0,52.47,52.41,52.34,0.48,0.4,0.27,2.33,2.37,1.53,0,0.0,nan,0,0
714,20.0,56.1,0.5,96.64,95.0,0.05,37.53,27.03,19.82,5.46,4.72,4.75,1.08,1.05,1.17,11.76,0.14,0.16,23.62,35.38
715,44.0,96.4,0.5,2.93,99.0,0.01,8.97,4.9,5.66,3.87,2.59,2.26,1.15,1.34,1.15,1.07,0.05,0.16,2.33,3.4
716,22.0,62.5,0.5,89.54,95.0,0.05,32.35,22.86,17.16,5.1,4.39,4.31,1.01,1.05,1.16,9.49,0.16,0.16,20.67,30.17
717,17.2,53.0,0.5,98.57,95.0,0.04,41.64,30.85,23.26,5.5,4.77,4.96,1.12,1.25,0.95,12.61,0.13,0.16,26.95,39.56
718,8.5,31.8,0.5,7.86,95.0,0.0,52.44,52.36,43.68,0.48,0.38,7.05,2.28,2.17,0.94,0.16,0.81,0.15,52.1,52.26
719,41.3,51.3,0.5,0.21,99.0,0.0,15.57,6.67,6.84,7.33,3.85,2.95,1.12,1.23,1.13,1.07,0.0,0.14,2.32,3.39
720,44.7,69.0,0.5,3.48,99.0,0.02,9.89,4.88,5.66,4.95,2.83,2.43,1.21,1.37,1.26,1.05,0.05,0.16,2.33,3.38
721,49.5,88.8,0.5,12.75,99.0,0.07,6.62,3.69,4.7,3.64,2.05,1.97,1.09,1.46,1.23,0.8,0.26,0.17,2.3,3.11
722,7.8,29.0,0.5,0.0,0.0,0.0,52.47,52.38,52.29,0.48,0.4,5.95,1.98,2.18,0.03,0,0.0,nan,0,0
723,25.2,18.8,0.5,2.2,95.0,0.0,52.45,52.39,26.74,0.48,0.39,12.89,2.58,2.34,1.23,0.1,0.38,0.13,52.16,52.25
724,31.5,60.3,0.5,43.25,95.0,0.03,24.97,14.11,11.12,6.08,4.85,3.77,1.18,1.23,0.95,6.82,0.1,0.15,14.75,21.57
725,49.7,63.7,0.5,12.61,99.0,0.07,7.06,3.75,4.8,4.32,2.15,2.08,1.14,1.36,1.17,0.87,0.24,0.15,2.24,3.11
726,20.6,78.8,0.5,65.28,95.0,0.04,26.39,19.62,16.0,4.14,3.57,3.59,1.17,1.05,1.12,5.38,0.2,0.16,19.09,24.47
727,34.5,0.4,0.5,3.53,95.0,0.0,52.48,52.4,13.47,0.46,0.37,8.4,2.19,2.25,1.35,0.09,0.67,0.14,52.2,52.29
728,42.1,58.6,0.5,0.55,99.0,0.0,13.33,6.08,6.39,6.15,3.46,2.77,1.11,1.25,1.31,1.06,0.01,0.14,2.36,3.42
729,9.8,49.8,0.5,98.91,95.0,0.04,47.67,37.97,30.33,5.15,4.47,4.88,1.1,1.08,0.96,11.75,0.14,0.16,33.96,45.71
730,13.3,64.7,0.5,90.34,95.0,0.04,35.91,28.14,22.9,4.44,3.85,4.1,1.06,1.07,1.14,7.9,0.19,0.16,26.18,34.08
731,49.9,57.4,0.5,12.79,99.0,0.07,6.98,3.67,4.82,4.51,2.16,2.11,1.31,1.55,1.12,0.82,0.26,0.16,2.28,3.1
732,6.1,15.7,0.5,0.0,0.0,0.0,52.47,52.42,52.47,0.48,0.42,0.37,2.25,2.32,1.78,0,0.0,nan,0,0
733,5.3,10.0,0.5,0.0,0.0,0.0,52.47,52.44,52.5,0.48,0.42,0.41,2.37,1.94,1.83,0,0.0,nan,0,0
734,26.1,82.3,0.5,38.96,95.0,0.03,22.18,15.25,12.7,4.21,3.61,3.36,1.17,1.2,0.94,3.89,0.17,0.16,15.86,19.75
735,40.3,6.2,0.5,21.97,95.0,0.01,52.43,8.94,8.02,0.44,46.44,4.24,2.76,15.14,1.36,37.79,0.01,0.11,14.52,52.32
736,38.5,32.3,0.5,12.91,95.0,0.01,52.31,9.72,8.37,0.41,6.1,3.75,2.78,1.27,1.1,6.58,0.03,0.14,13.63,20.21
737,17.7,16.9,0.5,0.0,0.0,0.0,52.49,52.42,52.35,0.48,0.41,0.29,1.95,2.0,1.93,0,0.0,nan,0,0
738,5.0,90.4,0.5,32.88,95.0,0.02,29.55,24.62,22.23,3.35,2.9,3.0,1.0,1.0,1.01,2.27,0.24,0.15,25.13,27.41
739,17.4,45.0,0.5,99.85,95.0,0.03,52.28,36.38,25.63,0.45,5.62,5.76,2.31,1.16,0.97,17.49,0.09,0.16,29.96,47.45
740,2.7,89.1,0.5,31.61,95.0,0.02,30.55,25.66,23.29,3.33,2.88,2.99,1.07,1.09,1.13,2.18,0.24,0.15,26.27,28.45
741,48.0,44.0,0.5,8.99,99.0,0.05,8.87,4.15,5.2,5.87,2.55,2.35,1.19,1.36,1.16,0.99,0.15,0.16,2.23,3.23
742,12.5,4.4,0.5,0.0,0.0,0.0,52.48,52.45,52.51,0.48,0.41,0.4,2.43,1.99,1.77,0,0.0,nan,0,0
