idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
229,12.4,96.1,0.5,31.35,95.0,0.02,25.54,20.57,18.12,3.38,2.93,3.02,1.09,1.02,1.17,2.25,0.23,0.15,21.17,23.41
230,15.4,2.2,0.5,0.0,0.0,0.0,52.48,52.45,52.48,0.48,0.41,0.39,2.38,1.97,2.26,0,0.0,nan,0,0
231,33.7,42.0,0.5,55.46,95.0,0.03,35.52,14.86,10.78,11.34,6.82,4.26,0.96,1.24,1.03,14.36,0.06,0.15,14.92,29.28
232,33.4,92.5,0.5,0.0,0.0,0.0,15.81,9.73,8.69,4.03,3.34,2.85,1.05,1.17,1.28,0,0.0,nan,0,0
233,1.7,33.8,0.5,7.35,95.0,0.0,52.44,52.35,46.44,0.48,0.38,5.75,2.2,1.98,1.04,0.11,1.13,0.15,52.14,52.25
234,34.1,19.8,0.5,79.26,95.0,0.03,52.43,52.31,11.97,0.45,0.34,5.75,2.55,2.47,1.17,34.58,0.04,0.12,17.8,52.38
235,37.0,50.5,0.5,0.0,0.0,0.0,22.31,9.91,8.44,8.09,4.97,3.46,1.13,1.2,1.26,0,0.0,nan,0,0
236,48.5,31.2,0.5,9.73,99.0,0.05,8.92,4.03,5.19,6.78,2.56,2.4,1.37,1.48,1.13,0.97,0.17,0.16,2.23,3.2
237,11.5,22.1,0.5,0.0,0.0,0.0,52.46,52.41,52.36,0.48,0.41,0.29,2.27,2.22,1.51,0,0.0,nan,0,0
238,14.7,95.2,0.5,34.71,95.0,0.03,24.77,19.61,17.16,3.46,2.99,3.06,1.14,1.1,1.13,2.53,0.23,0.16,20.17,22.7
239,9.4,22.3,0.5,0.0,0.0,0.0,52.45,52.42,52.37,0.49,0.41,0.3,2.55,1.99,1.71,0,0.0,nan,0,0
240,33.3,94.9,0.5,0.0,0.0,0.0,15.59,9.76,8.72,3.95,3.28,2.81,1.02,1.04,1.17,0,0.0,nan,0,0
241,19.7,21.3,0.5,0.0,0.0,0.0,52.48,52.41,52.31,0.48,0.4,15.38,2.01,1.89,0.01,0,0.0,nan,0,0
242,7.1,5.2,0.5,0.0,0.0,0.0,52.48,52.44,52.51,0.48,0.42,0.43,2.4,2.03,1.97,0,0.0,nan,0,0
243,19.7,89.8,0.5,43.78,95.0,0.03,24.0,18.16,15.32,3.73,3.23,3.24,1.0,0.99,1.12,3.44,0.21,0.17,18.37,21.81
244,36.6,99.8,0.5,0.0,0.0,0.0,13.03,7.72,7.54,3.85,3.07,2.61,1.04,1.19,1.05,0,0.0,nan,0,0
245,16.5,18.6,0.5,0.0,0.0,0.0,52.47,52.41,52.36,0.48,0.41,0.29,2.25,2.38,1.54,0,0.0,nan,0,0
246,37.3,3.2,0.5,25.37,95.0,0.01,52.46,52.35,10.18,0.45,0.35,5.69,2.34,2.63,1.36,32.85,0.01,0.09,19.49,52.34
247,18.9,37.4,0.5,99.71,97.0,0.03,52.4,43.31,26.89,0.45,7.26,6.97,2.13,1.23,1.2,19.73,0.08,0.15,32.57,52.3
248,8.5,0.3,0.5,0.0,0.0,0.0,52.49,52.46,52.52,0.48,0.41,0.43,2.28,1.86,1.92,0,0.0,nan,0,0
249,17.6,95.6,0.5,33.58,95.0,0.03,23.52,18.17,15.8,3.52,3.05,3.08,1.16,1.21,1.11,2.56,0.22,0.15,18.85,21.4
250,48.2,20.7,0.5,8.94,99.0,0.05,9.79,4.09,5.28,8.39,2.72,2.51,1.47,1.59,1.19,0.99,0.15,0.16,2.23,3.23
251,41.1,82.2,0.5,0.26,99.0,0.0,11.65,6.15,6.45,4.52,3.1,2.57,1.11,1.19,1.19,1.09,0.0,0.15,2.31,3.4
252,2.5,47.3,0.5,97.77,95.0,0.03,52.3,43.07,36.28,0.46,4.17,4.58,2.24,1.03,1.0,10.18,0.16,0.16,39.75,49.93
253,46.0,19.3,0.5,4.5,99.0,0.02,52.35,4.87,5.81,40.86,3.33,2.81,0.01,1.4,1.2,1.03,0.07,0.16,2.32,3.35
254,44.8,3.0,0.5,2.39,99.0,0.01,52.41,5.44,6.21,0.41,4.16,3.24,2.7,1.53,1.38,1.1,0.04,0.16,2.3,3.4
255,40.6,76.7,0.5,0.13,99.0,0.0,12.5,6.48,6.63,4.82,3.27,2.67,1.14,1.18,1.24,1.0,0.0,0.15,2.37,3.37
256,1.7,6.3,0.5,0.0,0.0,0.0,52.47,52.44,52.5,0.48,0.42,0.44,2.56,2.17,2.28,0,0.0,nan,0,0
257,12.9,74.7,0.5,75.6,95.0,0.04,31.53,24.98,21.19,4.0,3.46,3.65,1.16,1.14,1.01,5.69,0.22,0.17,24.12,29.8
258,17.0,27.2,0.5,4.15,95.0,0.0,52.44,52.38,37.76,0.48,0.39,9.97,2.49,2.17,1.02,0.13,0.51,0.16,52.12,52.25
259,30.8,26.2,0.5,94.3,95.0,0.03,52.42,52.29,14.52,0.45,0.35,6.45,2.52,2.14,1.24,31.87,0.05,0.13,20.51,52.38
260,15.8,27.6,0.5,3.68,95.0,0.0,52.46,52.37,38.94,0.48,0.39,9.68,2.15,2.5,1.18,0.12,0.51,0.14,52.13,52.25
261,37.8,91.6,0.5,0.0,99.0,0.0,13.09,7.47,7.3,4.14,3.19,2.66,1.04,1.12,1.11,0.36,0.0,0.07,2.66,3.02
262,47.2,2.4,0.5,6.37,99.0,0.03,52.38,4.54,5.59,0.41,3.23,2.84,3.05,1.46,1.3,0.97,0.11,0.16,2.33,3.3
263,23.8,95.7,0.5,21.59,95.0,0.02,20.65,15.13,12.89,3.67,3.18,3.05,1.14,0.98,1.03,1.99,0.18,0.15,16.14,18.13
264,19.3,25.1,0.5,3.09,95.0,0.0,52.44,52.39,35.31,0.48,0.39,11.22,2.54,2.08,1.13,0.12,0.44,0.15,52.14,52.25
265,24.7,92.8,0.5,24.08,95.0,0.02,20.71,14.96,12.57,3.78,3.27,3.11,1.16,0.99,1.13,2.29,0.17,0.16,15.91,18.2
266,40.1,73.8,0.5,0.06,99.0,0.0,13.28,6.72,6.88,5.01,3.4,2.74,1.06,1.24,1.11,1.0,0.0,0.15,2.34,3.34
267,38.6,60.7,0.5,0.0,99.0,0.0,16.76,8.0,7.63,6.24,4.05,3.06,1.14,1.2,1.06,0.68,0.0,0.13,2.45,3.13
268,16.0,36.2,0.5,94.66,95.0,0.03,52.42,52.27,31.76,0.46,5.86,7.09,2.09,0.04,0.92,13.1,0.12,0.15,39.28,52.38
269,4.0,19.7,0.5,0.0,0.0,0.0,52.46,52.43,52.46,0.49,0.42,0.35,2.47,1.91,1.53,0,0.0,nan,0,0
270,12.4,6.5,0.5,0.0,0.0,0.0,52.47,52.44,52.5,0.48,0.42,0.4,2.57,2.14,1.75,0,0.0,nan,0,0
271,27.6,32.6,0.5,99.58,95.0,0.03,52.4,34.92,17.26,0.44,12.07,6.64,2.44,1.12,1.16,29.42,0.06,0.14,22.94,52.36
272,44.2,98.8,0.5,3.25,99.0,0.02,8.87,4.84,5.59,3.8,2.55,2.24,1.04,1.31,1.18,1.12,0.05,0.15,2.27,3.39
273,4.2,9.6,0.5,0.0,0.0,0.0,52.49,52.43,52.49,0.48,0.42,0.42,2.01,2.17,2.19,0,0.0,nan,0,0
274,35.5,44.7,0.5,27.58,95.0,0.02,28.62,11.96,9.45,10.05,5.91,3.84,1.09,1.27,1.15,8.06,0.06,0.15,13.97,22.03
275,20.8,62.0,0.5,91.39,95.0,0.05,33.36,23.91,18.21,5.05,4.36,4.35,1.0,1.1,1.04,9.61,0.16,0.16,21.61,31.22
276,37.4,84.7,0.5,0.0,99.0,0.0,14.05,7.79,7.59,4.43,3.38,2.77,1.1,1.25,1.04,0.28,0.0,0.08,2.63,2.91
277,6.1,84.1,0.5,48.58,95.0,0.03,30.97,25.57,22.9,3.51,3.04,3.18,1.05,1.13,0.97,3.32,0.24,0.17,25.71,29.03
278,28.3,37.3,0.5,98.08,95.0,0.03,52.34,27.46,15.63,0.42,9.12,5.81,2.39,1.19,1.13,30.04,0.05,0.15,20.5,50.54
279,10.0,24.7,0.5,0.0,0.0,0.0,52.45,52.41,52.34,0.48,0.41,0.29,2.56,1.91,1.31,0,0.0,nan,0,0
280,7.7,88.4,0.5,41.93,95.0,0.03,29.06,23.93,21.42,3.45,2.99,3.11,1.18,1.12,1.0,2.89,0.24,0.16,24.26,27.15
281,16.3,39.6,0.5,99.94,95.0,0.03,52.37,43.19,29.33,0.44,6.27,6.48,2.47,1.01,0.93,18.2,0.09,0.15,34.13,52.33
282,25.4,23.1,0.5,7.84,95.0,0.0,52.46,52.37,23.76,0.47,0.37,10.18,2.06,2.07,1.24,5.35,0.02,0.12,46.92,52.28
283,32.7,99.1,0.5,0.0,0.0,0.0,15.32,9.89,8.87,3.8,3.19,2.76,1.13,0.99,1.1,0,0.0,nan,0,0
284,23.7,81.9,0.5,50.35,95.0,0.04,23.73,16.94,13.88,4.13,3.56,3.44,1.15,1.13,1.13,4.5,0.19,0.17,17.05,21.55
285,45.7,4.0,0.5,3.73,99.0,0.02,52.39,5.03,6.02,0.41,3.73,3.06,2.91,1.53,1.22,1.12,0.06,0.15,2.25,3.37
286,6.0,19.0,0.5,0.0,0.0,0.0,52.46,52.44,52.44,0.49,0.42,0.35,2.41,1.82,1.96,0,0.0,nan,0,0
287,29.2,93.0,0.5,0.0,0.0,0.0,18.32,12.21,10.49,3.9,3.33,2.98,1.01,1.1,1.12,0,0.0,nan,0,0
288,43.3,44.9,0.5,1.27,99.0,0.01,13.99,5.69,6.29,7.87,3.54,2.82,1.17,1.36,1.17,1.14,0.02,0.15,2.28,3.42
289,38.9,94.6,0.5,0.01,99.0,0.0,12.03,6.77,6.93,4.04,3.06,2.57,1.14,1.29,1.11,0.9,0.0,0.13,2.34,3.23
290,29.8,62.0,0.5,55.96,95.0,0.04,26.32,15.51,11.91,5.76,4.74,3.86,0.92,1.23,1.09,7.58,0.12,0.16,15.49,23.07
291,18.4,14.1,0.5,0.0,0.0,0.0,52.46,52.43,52.38,0.48,0.41,0.3,2.55,1.99,1.84,0,0.0,nan,0,0
292,12.7,59.9,0.5,94.62,95.0,0.04,38.81,30.45,24.48,4.67,4.04,4.34,1.11,1.1,1.14,9.07,0.17,0.16,27.92,36.99
293,10.2,1.1,0.5,0.0,0.0,0.0,52.48,52.45,52.51,0.48,0.41,0.43,2.44,2.05,2.03,0,0.0,nan,0,0
294,33.9,18.5,0.5,72.03,95.0,0.02,52.44,52.31,12.25,0.45,0.34,5.99,2.51,2.52,1.21,33.44,0.04,0.12,18.94,52.38
295,10.2,79.5,0.5,64.15,95.0,0.04,30.99,25.02,21.8,3.75,3.25,3.42,1.03,1.08,0.94,4.53,0.23,0.17,24.6,29.13
296,3.2,10.1,0.5,0.0,0.0,0.0,52.47,52.44,52.5,0.48,0.42,0.42,2.5,2.06,2.04,0,0.0,nan,0,0
297,27.5,63.9,0.5,68.93,95.0,0.05,27.28,17.56,13.2,5.39,4.55,3.98,1.13,1.02,1.1,8.1,0.14,0.16,16.66,24.76
298,8.2,69.5,0.5,80.0,95.0,0.04,35.54,29.0,24.87,4.02,3.48,3.71,1.14,1.05,1.05,6.0,0.22,0.16,27.85,33.85
299,14.2,30.8,0.5,11.68,95.0,0.0,52.45,52.35,37.96,0.48,0.38,8.25,2.21,2.04,1.19,1.65,0.12,0.12,50.63,52.28
300,15.6,56.7,0.5,97.12,95.0,0.04,39.64,30.15,23.39,5.06,4.39,4.64,1.11,1.14,1.04,10.75,0.15,0.16,26.95,37.7
301,20.8,86.4,0.5,48.97,95.0,0.04,24.3,17.89,15.17,3.87,3.35,3.33,0.97,1.25,0.97,3.96,0.2,0.16,18.12,22.08
302,18.2,19.7,0.5,0.0,0.0,0.0,52.47,52.41,52.33,0.48,0.41,0.28,2.26,2.21,1.43,0,0.0,nan,0,0
303,10.2,0.6,0.5,0.0,0.0,0.0,52.49,52.44,52.53,0.48,0.41,0.43,2.1,2.33,1.69,0,0.0,nan,0,0
304,21.2,82.0,0.5,57.39,95.0,0.04,25.19,18.53,15.25,4.03,3.48,3.47,1.06,1.13,1.17,4.73,0.2,0.17,18.38,23.1
305,44.1,46.1,0.5,2.21,99.0,0.01,12.59,5.34,6.05,7.29,3.31,2.72,1.23,1.33,1.17,1.13,0.03,0.15,2.28,3.41
306,0.7,55.2,0.5,90.9,95.0,0.03,46.04,38.56,33.51,4.3,3.72,4.04,0.96,1.05,0.99,7.57,0.2,0.17,36.6,44.18
307,45.5,8.9,0.5,3.45,99.0,0.02,52.39,5.11,5.97,0.41,3.72,3.02,2.36,1.47,1.33,1.13,0.05,0.15,2.25,3.38
308,18.5,50.4,0.5,99.13,95.0,0.04,43.35,31.43,22.48,5.9,5.11,5.21,0.98,1.07,1.2,14.27,0.11,0.16,26.67,40.93
309,14.2,52.1,0.5,98.8,95.0,0.04,43.8,33.81,25.79,5.32,4.61,4.93,1.2,1.04,1.17,12.18,0.13,0.16,29.7,41.89
310,5.4,49.1,0.5,98.14,95.0,0.03,52.27,40.57,33.51,4.92,4.24,4.65,0.07,1.11,1.11,10.56,0.15,0.16,37.15,47.71
311,48.3,19.7,0.5,9.17,99.0,0.05,9.52,4.09,5.27,8.38,2.7,2.51,1.6,1.53,1.16,1.0,0.15,0.16,2.22,3.22
312,47.2,97.6,0.5,8.59,99.0,0.04,7.42,4.17,5.06,3.66,2.25,2.07,1.11,1.23,1.16,0.93,0.15,0.16,2.31,3.24
313,2.7,92.6,0.5,23.24,95.0,0.01,29.68,24.9,22.82,3.26,2.82,2.91,0.98,1.08,0.96,1.63,0.24,0.16,25.77,27.39
314,45.2,62.0,0.5,4.12,99.0,0.02,10.06,4.79,5.7,5.31,2.84,2.46,1.14,1.36,1.09,1.08,0.06,0.15,2.29,3.36
315,8.0,78.6,0.5,63.18,95.0,0.03,32.08,26.2,22.9,3.71,3.22,3.4,1.07,1.12,1.13,4.41,0.24,0.17,25.85,30.26
316,20.2,84.6,0.5,53.81,95.0,0.04,24.86,18.62,15.65,3.91,3.38,3.39,1.2,1.15,1.0,4.29,0.21,0.17,18.61,22.9
317,9.1,21.8,0.5,0.0,0.0,0.0,52.47,52.41,52.38,0.49,0.41,0.3,2.2,2.2,1.61,0,0.0,nan,0,0
318,25.9,38.4,0.5,99.56,95.0,0.03,52.34,31.52,18.29,0.43,8.47,6.18,2.37,1.19,0.98,28.54,0.06,0.15,23.17,51.71
319,12.4,72.5,0.5,79.01,95.0,0.04,32.66,25.95,21.87,4.06,3.52,3.72,1.12,1.08,1.05,6.05,0.22,0.17,24.87,30.91
320,2.1,56.2,0.5,91.04,95.0,0.03,44.8,37.36,32.47,4.31,3.74,4.06,1.14,1.2,0.93,7.62,0.2,0.16,35.51,43.12
321,1.9,83.8,0.5,41.3,95.0,0.02,32.35,27.21,24.7,3.42,2.96,3.09,1.05,1.09,1.0,2.81,0.24,0.16,27.54,30.35
322,30.0,55.0,0.5,68.75,95.0,0.04,29.69,17.01,12.43,6.66,5.34,4.18,1.02,1.06,0.99,10.36,0.11,0.16,16.03,26.39
323,15.3,42.0,0.5,99.95,95.0,0.03,52.33,41.06,29.2,0.44,5.74,6.06,2.62,1.15,0.93,18.53,0.09,0.16,33.66,52.2
324,21.3,65.9,0.5,86.19,95.0,0.05,31.02,22.38,17.26,4.82,4.16,4.14,1.07,1.02,1.06,8.42,0.17,0.16,20.56,28.98
325,21.9,2.3,0.5,0.0,0.0,0.0,52.49,52.44,52.44,0.48,0.41,0.33,2.07,2.17,2.14,0,0.0,nan,0,0
326,24.5,23.5,0.5,6.57,95.0,0.0,52.47,52.37,25.71,0.47,0.38,10.51,2.02,2.13,1.08,2.21,0.05,0.08,50.06,52.27
327,39.0,45.8,0.5,0.0,99.0,0.0,20.75,8.41,7.64,9.21,4.73,3.32,1.21,1.23,1.33,0.73,0.0,0.13,2.42,3.16
328,23.7,10.7,0.5,0.0,0.0,0.0,52.48,52.42,52.37,0.48,0.4,0.28,2.23,2.29,1.36,0,0.0,nan,0,0
329,21.5,9.2,0.5,0.0,0.0,0.0,52.46,52.43,52.4,0.48,0.41,0.3,2.65,2.04,1.58,0,0.0,nan,0,0
330,25.5,4.1,0.5,0.0,0.0,0.0,52.46,52.44,52.38,0.48,0.4,0.29,2.69,2.04,1.95,0,0.0,nan,0,0
331,4.1,73.3,0.5,67.35,95.0,0.03,35.36,29.45,25.89,3.75,3.25,3.46,1.08,1.04,1.19,4.7,0.24,0.16,28.89,33.58
332,25.6,5.4,0.5,0.0,0.0,0.0,52.47,52.44,52.38,0.48,0.4,0.28,2.54,1.92,1.57,0,0.0,nan,0,0
333,18.9,95.1,0.5,33.61,95.0,0.03,23.09,17.72,15.18,3.56,3.08,3.1,1.1,1.02,1.16,2.62,0.21,0.17,18.28,20.9
334,42.9,99.6,0.5,1.58,99.0,0.01,9.46,5.28,5.81,3.82,2.66,2.31,1.1,1.19,1.29,1.11,0.02,0.15,2.31,3.43
335,40.7,19.4,0.5,7.07,95.0,0.01,52.39,7.96,7.56,0.42,5.9,3.69,2.5,1.52,1.25,5.21,0.02,0.13,13.72,18.93
336,24.6,95.7,0.5,18.6,95.0,0.02,20.38,14.56,12.57,3.7,3.19,3.04,0.97,1.13,0.94,1.79,0.17,0.15,15.82,17.61
337,8.3,78.8,0.5,62.98,95.0,0.03,31.95,25.93,22.8,3.71,3.22,3.39,1.02,1.26,1.06,4.4,0.24,0.17,25.68,30.08
338,3.3,35.1,0.5,24.43,95.0,0.01,52.42,52.33,44.16,0.48,0.38,5.78,2.64,1.93,1.13,1.57,0.26,0.14,50.73,52.3
339,7.9,89.7,0.5,39.68,95.0,0.02,28.61,23.64,21.1,3.43,2.97,3.08,1.21,1.0,0.99,2.74,0.24,0.16,23.96,26.7
340,40.8,14.4,0.5,11.74,95.0,0.01,52.4,8.21,7.59,0.43,6.36,3.84,2.98,1.49,1.36,16.49,0.01,0.13,13.76,30.25
341,46.0,20.8,0.5,4.57,99.0,0.02,52.34,4.85,5.8,44.14,3.3,2.79,0.01,1.39,1.19,1.09,0.07,0.16,2.26,3.35
342,25.3,31.9,0.5,97.47,95.0,0.03,52.41,52.26,20.45,0.45,13.92,7.42,2.57,0.02,1.18,24.62,0.07,0.14,27.76,52.38
343,9.1,16.1,0.5,0.0,0.0,0.0,52.46,52.44,52.46,0.48,0.42,0.35,2.5,1.91,1.61,0,0.0,nan,0,0
344,34.0,89.5,0.5,0.0,0.0,0.0,15.8,9.59,8.59,4.16,3.41,2.86,1.08,1.1,1.18,0,0.0,nan,0,0
345,39.2,11.5,0.5,30.64,95.0,0.01,52.43,10.32,8.56,0.44,45.41,4.35,2.57,12.44,1.24,37.81,0.01,0.12,14.51,52.32
346,31.8,36.0,0.5,86.28,95.0,0.03,52.32,20.44,12.61,0.42,9.07,5.08,2.82,1.23,1.08,28.37,0.05,0.14,17.06,45.43
347,27.8,58.0,0.5,78.36,95.0,0.05,30.34,18.77,13.73,6.02,5.02,4.26,0.93,1.01,0.96,10.24,0.13,0.16,17.18,27.42
348,5.2,99.3,0.5,0.0,0.0,0.0,27.14,22.62,20.87,3.18,2.76,2.83,1.19,1.22,0.89,0,0.0,nan,0,0
349,19.7,79.8,0.5,64.62,95.0,0.04,26.55,19.86,16.54,4.06,3.51,3.56,1.15,1.15,0.93,5.2,0.21,0.16,19.45,24.64
350,49.5,57.7,0.5,12.22,99.0,0.06,7.15,3.8,4.87,4.58,2.21,2.13,1.3,1.34,1.13,0.86,0.23,0.16,2.26,3.12
351,38.2,44.2,0.5,0.0,99.0,0.0,23.38,9.22,8.07,9.98,5.09,3.45,1.05,1.18,1.22,0.56,0.0,0.12,2.46,3.01
352,37.2,4.8,0.5,30.4,95.0,0.01,52.46,52.35,10.26,0.45,0.34,5.62,2.52,2.52,1.29,33.55,0.02,0.1,18.8,52.34
353,12.7,63.9,0.5,90.93,95.0,0.04,36.6,28.66,23.67,4.45,3.86,4.12,1.05,1.23,0.95,7.98,0.19,0.16,26.78,34.76
354,29.3,66.4,0.5,51.16,95.0,0.04,24.9,15.28,11.81,5.31,4.43,3.74,0.99,1.16,1.21,6.47,0.13,0.16,15.42,21.89
355,0.1,3.4,0.5,0.0,0.0,0.0,52.48,52.45,52.51,0.48,0.42,0.45,2.44,1.95,2.14,0,0.0,nan,0,0
356,30.8,43.2,0.5,83.13,95.0,0.04,39.08,19.32,12.61,9.99,7.11,4.76,1.18,1.15,1.21,18.12,0.08,0.15,16.85,34.97
357,44.8,13.2,0.5,2.47,99.0,0.01,52.36,5.45,6.21,0.41,3.9,3.08,3.03,1.37,1.21,1.1,0.04,0.15,2.3,3.4
358,32.7,2.2,0.5,0.0,0.0,0.0,52.48,52.4,15.94,0.47,0.38,40.77,2.28,2.6,8.65,0,0.0,nan,0,0
359,17.7,10.6,0.5,0.0,0.0,0.0,52.46,52.43,52.43,0.48,0.41,0.32,2.65,2.08,1.76,0,0.0,nan,0,0
360,11.2,58.4,0.5,95.29,95.0,0.04,40.64,32.09,26.03,4.68,4.05,4.37,0.95,1.1,1.11,9.18,0.17,0.16,29.46,38.64
361,10.2,62.4,0.5,91.28,95.0,0.04,38.53,30.85,25.48,4.41,3.82,4.11,0.99,1.0,1.14,7.9,0.19,0.16,28.76,36.66
362,6.7,93.7,0.5,28.81,95.0,0.02,28.03,23.28,21.01,3.32,2.87,2.96,1.14,1.0,0.98,2.01,0.24,0.14,23.92,25.94
363,7.5,9.6,0.5,0.0,0.0,0.0,52.47,52.44,52.5,0.48,0.42,0.41,2.53,2.1,1.86,0,0.0,nan,0,0
364,43.6,78.2,0.5,2.03,99.0,0.01,10.26,5.22,5.9,4.58,2.86,2.44,1.07,1.28,1.16,1.05,0.03,0.16,2.37,3.41
365,13.2,1.1,0.5,0.0,0.0,0.0,52.47,52.44,52.5,0.48,0.41,0.41,2.7,2.27,2.06,0,0.0,nan,0,0
366,28.1,35.0,0.5,99.01,95.0,0.03,52.38,30.32,16.21,0.43,10.28,6.15,2.13,1.13,1.17,30.88,0.05,0.15,21.44,52.32
367,22.2,93.7,0.5,30.58,95.0,0.03,21.97,16.17,13.7,3.69,3.19,3.12,0.96,1.05,1.15,2.61,0.19,0.16,16.89,19.51
368,12.4,90.4,0.5,43.81,95.0,0.03,26.8,21.61,18.84,3.52,3.05,3.15,1.2,1.0,1.14,3.09,0.23,0.16,21.8,24.9
369,26.6,40.6,0.5,98.78,95.0,0.04,52.3,28.55,17.0,0.43,7.8,5.77,2.58,1.01,1.05,24.56,0.07,0.15,21.64,46.2
370,2.9,77.9,0.5,56.05,95.0,0.03,34.07,28.39,25.61,3.59,3.11,3.28,1.01,1.21,0.9,3.82,0.24,0.17,28.34,32.16
371,27.5,94.1,0.5,4.72,95.0,0.0,19.01,13.14,11.11,3.82,3.29,3.02,1.06,1.0,1.2,0.55,0.14,0.05,15.09,15.64
372,10.0,60.8,0.5,92.73,95.0,0.04,39.42,31.48,26.23,4.47,3.88,4.18,1.11,1.23,0.98,8.25,0.19,0.17,29.41,37.66
373,32.1,81.3,0.5,0.0,0.0,0.0,18.54,11.41,9.73,4.48,3.71,3.11,1.01,1.03,1.05,0,0.0,nan,0,0
374,15.5,30.0,0.5,10.09,95.0,0.0,52.45,52.36,36.93,0.48,0.38,8.66,2.23,2.03,1.14,0.35,0.48,0.16,51.93,52.28
375,44.5,78.3,0.5,3.27,99.0,0.02,9.61,4.9,5.67,4.5,2.74,2.37,1.12,1.35,1.2,1.13,0.05,0.16,2.26,3.39
376,0.3,84.4,0.5,36.72,95.0,0.02,32.63,27.58,25.27,3.38,2.92,3.04,1.04,1.13,0.91,2.51,0.24,0.16,28.07,30.58
377,23.3,74.2,0.5,67.3,97.0,0.05,26.52,18.69,14.99,4.46,3.84,3.73,0.99,1.14,1.01,5.6,0.2,0.16,18.11,23.72
378,11.3,10.5,0.5,0.0,0.0,0.0,52.48,52.44,52.48,0.48,0.42,0.38,2.32,1.97,1.95,0,0.0,nan,0,0
379,1.9,33.6,0.5,0.0,0.0,0.0,52.43,52.34,46.47,0.48,0.39,5.81,2.56,2.35,1.09,0,0.0,nan,0,0
380,34.8,84.5,0.5,0.0,0.0,0.0,15.95,9.49,8.46,4.4,3.54,2.91,1.12,1.0,1.14,0,0.0,nan,0,0
381,13.3,55.4,0.5,97.53,95.0,0.04,41.68,32.37,25.59,4.99,4.33,4.64,1.09,1.13,0.99,10.66,0.15,0.17,29.1,39.76
382,39.4,52.3,0.5,0.01,99.0,0.0,18.1,7.87,7.49,7.47,4.26,3.14,1.02,1.15,1.1,0.86,0.0,0.13,2.37,3.22
383,32.1,96.5,0.5,0.0,0.0,0.0,15.91,10.31,9.06,3.87,3.25,2.83,1.21,1.04,1.26,0,0.0,nan,0,0
384,44.0,1.5,0.5,1.39,99.0,0.01,52.42,5.95,6.62,0.42,4.68,3.44,2.74,1.5,1.22,1.09,0.02,0.15,2.32,3.42
385,11.8,74.4,0.5,75.47,95.0,0.04,32.11,25.6,21.78,3.97,3.44,3.64,1.14,1.16,1.08,5.62,0.22,0.17,24.76,30.38
386,37.3,32.7,0.5,25.18,95.0,0.02,52.31,11.18,8.88,0.41,6.81,3.96,2.81,1.28,1.22,12.26,0.03,0.14,13.91,26.17
387,16.4,23.9,0.5,0.0,0.0,0.0,52.47,52.41,52.31,0.48,0.4,11.39,2.15,1.88,0.01,0,0.0,nan,0,0
388,31.5,69.3,0.5,25.53,95.0,0.02,21.93,12.99,10.55,5.2,4.26,3.45,1.0,1.08,1.02,3.97,0.11,0.16,14.3,18.27
389,49.0,46.9,0.5,10.95,99.0,0.06,7.85,3.87,4.97,5.29,2.36,2.24,1.32,1.52,1.24,0.93,0.19,0.16,2.23,3.16
390,34.9,85.8,0.5,0.0,0.0,0.0,15.74,9.25,8.42,4.35,3.49,2.88,1.06,1.13,1.08,0,0.0,nan,0,0
391,36.2,57.0,0.5,0.0,99.0,0.0,20.64,10.19,8.57,6.8,4.65,3.37,1.2,1.06,1.25,0.14,0.0,0.0,2.59,2.73
392,10.6,62.3,0.5,91.04,98.0,0.04,38.37,30.63,25.37,4.42,3.84,4.12,1.07,1.07,1.03,6.85,0.22,0.16,28.59,35.44
393,45.5,14.5,0.5,3.65,99.0,0.02,52.37,5.04,5.87,0.4,3.57,2.94,2.64,1.47,1.38,1.09,0.06,0.16,2.28,3.37
394,5.3,92.9,0.5,27.97,95.0,0.02,28.64,23.79,21.68,3.31,2.86,2.95,1.19,1.27,1.01,1.95,0.24,0.14,24.62,26.57
395,7.1,2.9,0.5,0.0,0.0,0.0,52.49,52.43,52.52,0.48,0.42,0.43,2.1,2.35,1.78,0,0.0,nan,0,0
396,34.6,63.4,0.5,7.28,95.0,0.01,20.79,10.88,9.17,5.91,4.45,3.36,0.96,1.19,1.13,1.65,0.07,0.13,13.81,15.47
397,36.8,6.6,0.5,34.78,95.0,0.01,52.45,52.34,10.5,0.46,0.35,5.66,2.75,2.92,1.23,33.76,0.02,0.1,18.59,52.35
398,18.2,81.8,0.5,62.27,95.0,0.04,26.78,20.3,17.04,3.93,3.41,3.48,1.08,1.22,1.08,4.81,0.21,0.17,20.03,24.84
399,44.6,6.6,0.5,2.08,99.0,0.01,52.4,5.53,6.31,0.41,4.19,3.23,2.57,1.54,1.29,1.15,0.03,0.15,2.26,3.41
400,45.7,94.4,0.5,5.78,99.0,0.03,8.18,4.43,5.37,3.84,2.43,2.18,1.12,1.4,1.08,1.08,0.09,0.16,2.24,3.32
