idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
793,19.7,74.8,8.3,70.15,95.0,0.72,31.39,8.68,6.66,8.42,3.34,1.13,0.98,1.71,3.14,16.44,1.17,0.13,10.46,26.9
794,14.1,9.0,9.5,20.6,95.0,0.11,61.39,61.3,6.66,0.44,0.38,1.13,2.2,2.61,3.14,47.69,0.14,0.08,13.55,61.24
795,21.2,93.0,6.9,88.95,95.0,0.88,25.54,8.89,6.66,5.84,0.85,1.12,1.14,4.38,3.12,14.07,1.45,0.14,9.08,23.15
796,36.9,83.0,6.3,57.08,95.0,0.91,16.56,8.27,8.1,6.55,0.68,1.83,1.2,4.2,0.09,4.27,2.8,0.16,8.82,13.09
797,22.6,5.4,7.0,42.53,95.0,0.17,58.96,58.87,6.66,0.45,0.37,1.13,2.08,2.23,3.14,48.5,0.2,0.09,10.34,58.85
798,21.4,51.2,9.3,57.25,95.0,0.57,41.42,11.24,6.66,15.63,4.31,1.13,0.75,0.14,3.14,19.48,0.9,0.12,11.44,30.91
799,6.4,76.2,0.5,71.18,95.0,0.04,33.13,26.61,23.38,3.79,3.35,3.41,1.22,1.39,1.15,5.36,0.23,0.17,26.14,31.5
800,35.1,80.6,2.7,36.14,95.0,0.24,16.3,7.32,6.27,5.27,4.32,1.28,1.31,2.19,1.77,4.27,0.75,0.15,8.92,13.18
801,27.3,96.9,6.4,84.65,95.0,0.95,21.26,8.4,8.24,5.59,1.31,2.01,1.21,8.07,0.09,10.19,1.76,0.15,8.8,18.98
802,27.2,25.0,0.7,77.98,95.0,0.03,52.61,52.49,16.21,0.46,0.36,6.95,2.66,2.54,1.43,25.96,0.07,0.13,26.62,52.58
803,17.9,41.2,2.1,99.91,95.0,0.14,53.92,29.35,18.45,0.44,11.02,6.16,2.11,3.53,1.72,26.06,0.27,0.15,24.6,50.66
804,15.5,13.7,7.1,46.03,95.0,0.18,59.03,58.94,6.66,0.45,0.38,1.13,2.18,2.15,3.14,48.58,0.22,0.09,10.34,58.92
805,33.5,23.8,2.5,72.24,95.0,0.11,54.38,9.44,6.94,0.43,7.38,1.75,2.68,2.06,1.67,44.66,0.13,0.13,9.65,54.31
806,25.8,44.5,9.4,53.28,95.0,0.61,41.43,11.31,6.66,22.19,4.07,1.13,0.78,0.13,3.14,15.66,1.06,0.13,11.48,27.13
807,17.6,29.9,8.9,65.14,95.0,0.32,60.74,8.85,6.66,0.44,3.58,1.13,2.14,1.55,3.14,48.71,0.39,0.12,11.05,59.76
808,7.1,56.3,3.4,99.07,96.0,0.27,43.33,28.73,20.55,5.44,9.42,6.66,1.4,3.06,2.7,15.46,0.72,0.15,25.93,41.38
809,40.8,54.8,7.6,0.0,0.0,0.0,15.6,9.55,6.66,9.52,0.55,1.13,1.33,2.58,3.14,0,0.0,nan,0,0
810,8.5,66.7,6.0,99.74,95.0,0.55,38.34,26.81,6.54,6.21,17.12,0.35,1.46,0.53,1.27,22.43,0.89,0.13,14.03,36.46
811,23.1,76.6,8.3,68.01,95.0,0.78,28.69,10.25,6.66,8.57,3.29,1.13,1.01,0.22,3.14,13.66,1.37,0.14,10.43,24.09
812,5.7,28.9,3.7,72.5,95.0,0.16,55.59,55.48,28.56,0.46,0.38,11.82,2.26,2.18,2.77,12.39,0.71,0.13,43.15,55.53
813,10.3,6.0,2.9,0.0,0.0,0.0,54.83,54.78,54.75,0.46,0.38,0.27,2.43,2.37,1.47,0,0.0,nan,0,0
814,9.9,70.2,4.5,99.27,95.0,0.44,35.63,23.54,12.63,5.21,10.94,6.98,1.44,1.33,4.44,15.67,0.95,0.15,18.41,34.08
815,5.6,32.4,4.7,92.99,95.0,0.26,56.65,56.53,17.6,0.45,0.37,14.13,2.18,2.14,4.66,23.33,0.63,0.13,33.28,56.61
816,18.1,16.8,0.8,0.0,0.0,0.0,52.79,52.73,52.63,0.47,0.4,0.27,2.01,1.87,1.72,0,0.0,nan,0,0
817,0.5,99.2,7.5,85.24,95.0,0.69,32.92,8.0,6.66,4.91,0.78,1.13,1.11,0.4,3.14,19.19,1.11,0.12,11.61,30.79
818,4.2,71.7,9.8,55.1,95.0,0.51,41.19,9.03,6.66,8.49,3.05,1.13,0.77,0.92,3.14,21.71,0.82,0.11,13.65,35.36
819,28.2,10.9,4.9,70.68,95.0,0.2,56.88,56.77,7.17,0.45,0.36,0.66,2.2,2.73,3.1,47.8,0.24,0.11,9.01,56.81
820,21.7,19.0,5.5,77.68,95.0,0.25,57.4,57.32,7.47,0.45,0.37,0.57,2.45,2.0,4.45,47.5,0.3,0.11,9.84,57.34
821,0.4,92.0,6.5,99.25,95.0,0.66,33.81,25.57,6.67,4.66,11.49,0.8,1.16,0.62,1.81,17.73,1.2,0.13,14.41,32.14
822,31.4,93.5,6.6,76.57,96.0,1.03,19.35,8.51,6.68,6.02,0.73,2.06,1.21,3.97,6.11,7.38,2.25,0.15,8.83,16.21
823,12.6,24.6,1.5,5.11,95.0,0.0,53.41,53.33,37.73,0.47,0.37,10.83,2.42,2.37,1.65,0.11,2.33,0.14,53.12,53.23
824,1.4,77.4,8.4,72.87,95.0,0.57,39.03,8.77,6.66,6.61,1.66,1.13,0.93,0.25,3.14,23.09,0.88,0.11,12.41,35.5
825,14.8,18.6,6.4,65.27,95.0,0.24,58.32,58.24,6.67,0.45,0.38,0.74,2.67,2.49,1.64,48.35,0.29,0.1,9.91,58.26
826,42.3,92.7,1.8,0.05,99.0,0.0,10.31,5.27,5.38,4.47,2.28,1.59,1.14,1.95,1.46,0.22,0.01,0.11,3.59,3.81
827,39.2,83.0,7.4,37.13,95.0,0.78,15.66,9.39,6.66,6.95,0.57,1.13,1.18,2.37,3.14,1.89,4.86,0.14,9.79,11.67
828,16.3,18.5,8.3,49.3,95.0,0.22,60.2,60.11,6.66,0.45,0.37,1.13,2.0,2.04,3.14,49.1,0.27,0.1,10.99,60.09
829,16.0,36.9,5.6,99.81,95.0,0.33,57.4,28.22,7.57,0.44,32.28,0.82,2.39,1.14,4.76,43.81,0.42,0.13,12.42,56.23
830,18.5,83.1,2.5,92.34,95.0,0.3,26.48,16.69,12.83,4.29,5.44,3.36,1.35,2.4,1.55,9.72,0.78,0.16,15.34,25.06
831,2.1,56.7,6.3,99.75,95.0,0.48,46.17,33.76,6.67,6.73,18.08,0.64,1.27,0.54,1.25,26.68,0.78,0.13,17.23,43.91
832,41.0,70.6,9.1,0.0,0.0,0.0,15.78,10.98,6.66,9.42,0.55,1.13,0.96,2.51,3.14,0,0.0,nan,0,0
833,47.2,49.4,5.0,0.0,0.0,0.0,10.65,7.03,6.95,6.95,0.58,0.27,0.91,3.48,3.03,0,0.0,nan,0,0
834,7.9,30.0,5.9,90.97,95.0,0.31,57.77,57.65,6.47,0.45,0.37,0.23,2.19,2.08,1.15,35.6,0.5,0.12,22.12,57.72
835,4.0,68.8,1.7,90.27,95.0,0.14,37.45,28.59,24.46,4.12,4.48,3.91,1.14,1.81,1.39,8.61,0.6,0.16,27.27,35.88
836,22.2,97.0,1.0,59.77,95.0,0.1,21.16,14.45,12.2,3.7,3.45,2.6,1.09,1.51,1.04,4.86,0.4,0.16,14.47,19.33
837,2.0,44.0,2.0,99.1,95.0,0.12,53.81,40.63,33.15,0.45,6.82,5.69,2.31,2.81,1.55,14.94,0.44,0.16,37.94,52.87
838,36.1,0.3,8.4,47.46,95.0,0.74,60.35,10.34,6.66,0.42,0.56,1.13,2.29,2.72,3.14,7.19,1.84,0.14,10.59,17.78
839,42.8,78.7,4.3,0.0,0.0,0.0,12.14,6.43,6.43,5.58,1.05,0.47,1.07,5.48,2.25,0,0.0,nan,0,0
840,14.2,66.2,5.2,99.58,95.0,0.51,35.58,22.02,8.23,6.17,14.61,3.34,1.36,0.92,7.24,19.84,0.86,0.14,13.81,33.65
841,21.1,33.9,4.4,99.51,95.0,0.26,56.3,14.99,8.37,0.44,22.77,2.76,2.57,13.49,3.73,43.41,0.34,0.13,12.83,56.24
842,33.3,82.6,9.0,39.32,95.0,0.79,20.87,10.98,6.66,9.03,0.62,1.13,0.95,2.88,3.14,3.67,3.21,0.15,11.29,14.96
843,8.2,29.6,4.5,84.69,95.0,0.22,56.4,56.29,17.29,0.45,0.37,12.59,2.28,2.17,4.59,23.4,0.54,0.12,32.95,56.35
844,28.2,34.8,2.0,96.26,95.0,0.13,53.88,15.83,10.02,0.43,10.44,3.47,2.39,3.48,1.43,37.9,0.17,0.14,13.29,51.19
845,4.3,32.4,4.7,91.58,95.0,0.25,56.58,56.44,20.17,0.45,0.38,14.48,2.05,2.25,4.35,21.16,0.67,0.13,35.36,56.53
846,48.6,90.9,8.7,0.0,0.0,0.0,10.67,10.6,6.66,3.78,0.5,1.13,24.77,1.95,3.14,0,0.0,nan,0,0
847,48.7,96.2,6.2,0.0,0.0,0.0,10.53,8.17,7.99,4.69,0.51,1.67,0.95,2.61,0.1,0,0.0,nan,0,0
848,40.6,6.0,6.8,48.15,95.0,0.86,58.68,8.74,6.66,0.42,0.54,1.07,2.97,2.22,2.95,3.48,3.12,0.14,9.12,12.6
849,30.5,29.7,5.8,79.38,95.0,0.36,57.61,7.83,7.63,0.43,2.35,0.34,2.5,11.95,1.89,33.1,0.46,0.13,8.65,41.76
850,47.6,48.1,6.5,0.0,0.0,0.0,11.11,8.43,8.23,6.22,0.5,1.98,1.28,2.49,0.08,0,0.0,nan,0,0
851,15.0,34.3,8.9,65.82,95.0,0.36,60.72,8.85,6.66,0.44,2.11,1.13,2.26,0.5,3.14,42.88,0.45,0.12,11.14,54.02
852,1.4,18.9,6.8,50.33,95.0,0.19,58.72,58.64,6.66,0.46,0.39,1.09,2.6,2.39,2.99,39.58,0.29,0.09,19.06,58.65
853,22.4,8.5,6.6,53.62,95.0,0.2,58.58,58.49,6.66,0.45,0.37,2.1,2.13,2.11,6.72,49.08,0.24,0.1,9.4,58.48
854,18.6,58.1,4.2,99.19,95.0,0.4,36.51,17.57,9.46,6.84,13.33,4.04,1.45,3.14,4.24,20.55,0.67,0.14,13.96,34.51
855,26.5,56.5,4.0,93.09,95.0,0.44,30.51,10.71,7.51,8.03,9.12,1.69,1.58,4.95,2.67,18.53,0.67,0.15,9.66,28.18
856,5.7,18.1,8.9,33.91,95.0,0.16,60.81,60.75,6.66,0.45,0.39,1.13,2.59,1.96,3.14,46.3,0.22,0.09,14.4,60.7
857,27.4,11.2,8.6,52.64,95.0,0.25,60.55,10.58,6.66,0.44,50.27,1.13,2.36,292.27,3.14,49.62,0.3,0.11,10.83,60.45
858,12.7,9.5,5.4,16.56,95.0,0.05,57.3,57.21,8.09,0.46,0.38,2.22,1.87,1.92,5.11,17.46,0.17,0.08,39.68,57.14
859,12.6,48.9,5.6,99.86,95.0,0.42,46.98,28.57,7.59,8.49,22.45,1.17,1.37,0.74,6.93,29.84,0.62,0.13,14.52,44.36
860,11.3,57.3,1.2,96.71,95.0,0.1,40.84,29.68,23.62,4.96,5.0,4.67,1.06,1.66,1.29,11.64,0.34,0.16,27.3,38.94
861,25.7,58.8,0.9,89.42,95.0,0.09,30.75,17.79,13.06,5.95,5.35,3.86,1.16,1.66,1.06,12.42,0.21,0.16,16.03,28.44
862,20.4,7.3,4.5,27.69,95.0,0.07,56.38,56.29,8.72,0.46,0.37,3.02,2.58,2.6,3.36,35.02,0.12,0.09,21.25,56.27
863,43.2,55.1,7.2,0.0,0.0,0.0,13.85,9.1,6.66,9.12,0.54,1.13,0.93,2.35,3.14,0,0.0,nan,0,0
864,37.8,11.5,9.9,0.0,0.0,0.0,61.8,11.84,6.66,0.42,0.55,1.13,2.37,2.28,3.14,0,0.0,nan,0,0
865,36.1,10.2,8.3,49.35,95.0,0.8,60.22,10.23,6.66,0.42,0.56,1.13,2.33,2.87,3.14,6.61,2.06,0.14,10.47,17.09
866,19.6,17.1,9.6,41.3,95.0,0.21,61.52,61.44,6.66,0.44,0.37,1.13,2.01,2.24,3.14,49.3,0.27,0.11,12.1,61.4
867,28.2,77.5,1.5,71.94,95.0,0.18,21.8,12.22,9.46,4.8,4.6,2.44,1.23,1.63,1.21,8.0,0.43,0.16,11.76,19.76
868,38.8,5.8,2.4,33.35,96.0,0.05,54.37,6.1,5.9,0.43,3.66,1.45,2.51,4.11,2.0,44.81,0.06,0.11,9.42,54.23
869,18.6,1.5,6.0,34.67,95.0,0.12,57.93,57.84,6.52,0.45,0.37,1.88,1.99,2.19,13.09,47.41,0.14,0.08,10.4,57.8
870,10.7,30.0,7.1,86.34,95.0,0.34,58.99,58.89,6.66,0.45,51.71,1.13,2.49,0.01,3.14,49.23,0.41,0.11,9.71,58.94
871,21.3,88.9,6.2,94.11,95.0,0.82,25.7,9.11,6.65,5.67,11.73,2.03,1.26,12.84,6.57,14.73,1.32,0.14,8.92,23.65
872,43.6,56.3,9.2,0.0,0.0,0.0,11.18,11.12,6.66,7.72,0.53,1.13,53.83,2.09,3.14,0,0.0,nan,0,0
873,43.5,16.8,7.5,0.0,0.0,0.0,59.33,9.41,6.66,50.2,0.52,1.13,0.01,2.18,3.14,0,0.0,nan,0,0
874,17.1,76.4,6.8,93.05,95.0,0.73,31.36,8.81,6.66,6.7,14.42,1.09,1.18,8.85,3.02,19.72,1.07,0.13,9.08,28.79
875,41.3,12.3,3.8,0.0,0.0,0.0,55.67,6.14,6.14,0.41,1.58,0.71,2.83,4.62,2.12,0,0.0,nan,0,0
876,36.9,94.8,7.2,60.76,95.0,1.11,16.47,9.18,6.66,6.26,0.6,1.13,1.12,2.67,3.14,3.77,3.87,0.16,9.37,13.14
877,2.2,60.4,1.1,90.11,95.0,0.08,41.94,33.23,28.87,4.28,4.11,4.06,1.22,1.69,1.18,8.5,0.38,0.16,31.86,40.36
878,27.4,80.3,1.2,68.36,95.0,0.14,21.61,12.74,10.01,4.55,4.29,2.57,1.18,1.52,1.2,7.17,0.38,0.16,12.4,19.57
879,46.3,67.5,2.6,0.0,0.0,0.0,9.46,5.18,5.33,5.47,1.49,1.12,1.05,2.26,1.87,0,0.0,nan,0,0
880,9.7,44.7,8.4,72.79,95.0,0.43,60.19,8.75,6.66,0.45,1.64,1.13,2.24,0.25,3.14,36.32,0.56,0.12,10.97,47.29
881,29.1,11.4,0.3,2.12,95.0,0.0,52.27,52.2,19.17,0.47,0.38,11.07,2.43,2.26,1.34,0.08,0.26,0.11,51.99,52.07
882,5.5,80.1,1.9,87.3,95.0,0.18,32.79,24.65,21.38,3.84,4.28,3.43,1.11,1.96,1.1,7.62,0.73,0.16,23.65,31.27
883,27.7,29.0,6.9,84.31,97.0,0.46,58.75,8.83,6.66,0.44,0.62,1.11,2.8,3.18,3.09,32.86,0.59,0.13,9.0,41.86
884,19.0,14.4,8.8,39.55,95.0,0.19,60.67,60.59,6.66,0.44,0.37,1.13,2.59,2.69,3.14,48.79,0.24,0.1,11.78,60.57
885,26.9,69.0,8.1,68.63,95.0,0.82,27.61,10.03,6.66,9.9,0.67,1.13,1.0,3.43,3.14,12.2,1.51,0.14,10.17,22.37
886,47.4,1.4,3.5,0.0,0.0,0.0,55.37,5.69,5.79,0.4,0.96,0.74,2.88,3.32,2.08,0,0.0,nan,0,0
887,7.5,50.2,8.7,68.56,95.0,0.45,50.43,9.02,6.66,11.01,1.99,1.13,0.84,0.26,3.14,32.44,0.61,0.11,11.54,43.98
888,40.0,3.5,1.9,23.53,95.0,0.03,53.83,5.99,5.87,0.43,3.64,1.78,2.48,3.01,1.6,43.66,0.03,0.11,10.02,53.67
889,40.9,68.0,4.0,0.0,0.0,0.0,13.53,6.27,6.24,6.41,1.62,0.63,1.29,5.45,2.52,0,0.0,nan,0,0
890,23.8,15.8,8.5,53.93,95.0,0.25,60.38,60.29,6.66,0.44,50.25,1.13,2.4,0.01,3.14,49.54,0.31,0.11,10.74,60.29
891,19.7,87.3,6.1,96.35,95.0,0.79,26.69,15.84,6.6,5.61,13.02,2.01,1.38,0.82,8.27,15.77,1.24,0.14,9.07,24.83
892,3.8,32.9,2.2,78.67,95.0,0.11,54.15,54.04,37.1,0.46,0.38,7.62,2.59,2.05,1.76,8.42,0.69,0.14,45.69,54.11
893,44.7,58.9,0.5,2.26,99.0,0.01,10.27,4.72,5.23,5.73,2.72,2.3,1.11,1.32,1.36,0.8,0.05,0.15,2.36,3.17
894,8.5,36.1,4.7,99.49,95.0,0.28,56.62,39.8,14.17,0.44,23.13,11.09,2.18,1.14,5.15,29.67,0.53,0.13,26.89,56.56
895,28.9,38.8,3.6,89.86,95.0,0.28,55.42,10.44,7.33,0.43,8.3,1.64,2.03,3.8,2.31,28.64,0.37,0.14,9.55,38.19
896,0.3,57.9,3.4,98.39,95.0,0.26,44.61,32.02,25.06,4.9,8.22,6.11,1.38,2.81,2.39,13.51,0.82,0.15,29.59,43.1
897,1.0,45.9,9.9,55.43,95.0,0.37,61.66,9.03,6.66,0.46,3.11,1.13,2.14,0.96,3.14,32.33,0.56,0.1,16.3,48.63
898,2.3,14.6,6.7,37.97,95.0,0.14,58.66,58.57,6.66,0.45,0.39,1.04,2.16,2.31,2.83,38.46,0.22,0.08,20.1,58.55
899,13.6,27.3,5.1,86.59,95.0,0.25,56.98,56.87,8.95,0.45,0.37,4.1,2.06,1.95,5.47,35.14,0.41,0.12,21.79,56.93
900,13.1,56.9,5.3,99.52,97.0,0.47,40.73,25.41,8.11,7.13,17.74,2.82,1.52,0.8,6.19,22.62,0.78,0.13,14.74,37.36
901,47.8,99.2,0.4,7.69,99.0,0.04,6.72,3.75,4.59,3.64,2.06,1.93,1.2,1.47,1.23,0.77,0.14,0.15,2.21,2.98
902,28.0,77.1,8.7,58.22,95.0,0.85,25.43,10.68,6.66,9.38,0.67,1.13,0.92,3.03,3.14,8.94,1.88,0.14,10.82,19.77
903,38.7,63.3,6.4,49.45,95.0,0.85,16.51,8.33,8.14,8.32,0.61,1.88,1.35,3.43,0.09,3.44,3.04,0.15,8.9,12.34
904,18.1,28.2,8.0,73.49,95.0,0.32,59.85,8.39,6.66,0.44,2.75,1.13,2.56,1.9,3.14,49.54,0.39,0.12,10.23,59.77
905,43.6,93.9,6.8,0.0,0.0,0.0,12.78,8.77,6.66,5.51,0.54,1.1,1.08,2.57,3.03,0,0.0,nan,0,0
906,15.2,76.3,7.4,84.46,95.0,0.7,32.78,7.91,6.66,7.0,2.01,1.13,1.1,3.17,3.14,20.03,1.04,0.13,9.68,29.71
907,25.4,63.5,3.6,94.38,95.0,0.42,28.55,11.86,8.22,6.54,8.58,2.27,1.39,4.28,2.14,15.94,0.7,0.15,10.53,26.47
908,27.5,40.6,0.7,97.23,95.0,0.05,52.5,22.33,13.7,0.43,8.16,4.87,2.15,1.56,1.19,25.25,0.09,0.15,17.82,43.07
909,16.9,32.3,9.9,52.46,95.0,0.34,61.75,9.03,6.66,0.44,4.54,1.13,2.47,1.85,3.14,38.02,0.45,0.11,12.16,50.18
910,24.1,36.7,2.5,99.36,95.0,0.16,54.34,19.61,11.41,0.43,13.82,4.37,2.68,4.98,2.13,36.47,0.23,0.14,16.15,52.62
911,11.7,34.9,1.4,94.82,95.0,0.08,53.34,53.21,31.06,0.46,0.38,7.36,2.67,2.03,1.43,13.8,0.33,0.14,39.52,53.32
912,0.4,87.1,4.6,97.27,98.0,0.47,33.8,25.0,17.21,4.09,8.08,5.92,1.21,1.22,2.17,10.16,1.45,0.15,21.19,31.35
913,22.3,56.9,3.1,97.8,95.0,0.31,34.46,15.85,10.38,6.75,9.75,3.71,1.32,4.49,2.44,18.45,0.54,0.15,13.86,32.32
914,8.4,6.6,3.1,0.0,0.0,0.0,55.05,55.0,54.95,0.46,0.38,0.27,2.01,2.0,1.6,0,0.0,nan,0,0
915,15.4,72.7,5.6,99.4,95.0,0.6,32.6,20.26,7.57,5.97,14.59,0.96,1.34,0.78,6.12,19.09,0.96,0.14,11.6,30.68
916,46.9,34.0,9.2,0.0,0.0,0.0,11.22,11.13,6.66,3.92,0.5,1.13,25.73,2.42,3.14,0,0.0,nan,0,0
917,29.2,8.0,1.9,29.95,95.0,0.03,53.83,53.71,10.68,0.46,0.36,4.67,2.28,2.7,1.86,32.74,0.06,0.09,20.96,53.71
918,29.0,98.7,3.6,78.05,95.0,0.56,18.44,9.35,7.12,4.4,5.27,1.28,1.34,2.4,1.84,7.81,1.2,0.16,8.92,16.73
919,38.7,42.8,8.7,0.0,0.0,0.0,17.77,10.63,6.66,15.91,0.56,1.13,1.23,2.42,3.14,0,0.0,nan,0,0
920,3.4,48.5,9.0,65.79,95.0,0.42,53.51,8.85,6.66,10.84,2.25,1.13,0.8,0.6,3.14,34.21,0.57,0.11,12.62,46.83
921,13.8,25.8,0.3,0.0,0.0,0.0,52.28,52.22,42.72,0.48,0.39,14.02,2.42,2.07,2.15,0,0.0,nan,0,0
922,8.2,26.8,7.1,77.89,95.0,0.31,58.99,58.87,6.66,0.45,0.38,1.13,2.17,2.45,3.14,48.72,0.37,0.1,10.19,58.91
923,10.9,40.0,2.1,99.93,95.0,0.13,53.93,37.83,26.64,0.44,9.56,6.86,2.63,3.29,1.69,20.66,0.33,0.15,33.21,53.87
924,30.1,86.4,6.5,80.23,95.0,0.95,20.79,8.49,6.67,6.49,0.79,2.05,1.32,3.94,6.3,9.34,1.85,0.15,8.81,18.15
925,9.8,73.4,9.6,56.33,95.0,0.56,38.27,9.03,6.66,8.76,2.88,1.13,0.75,0.81,3.14,19.93,0.9,0.12,12.25,32.19
926,30.1,7.9,8.1,58.16,96.0,0.26,60.03,10.04,6.66,0.43,0.59,1.13,2.57,2.85,3.14,49.66,0.31,0.11,10.26,59.93
927,43.8,34.1,1.5,0.35,99.0,0.0,13.19,5.11,5.23,10.04,2.55,1.88,1.38,1.76,1.82,0.39,0.04,0.14,3.25,3.64
928,9.4,53.7,8.8,67.86,95.0,0.48,47.06,9.02,6.66,10.69,2.01,1.13,0.86,0.28,3.14,29.45,0.67,0.11,11.37,40.82
929,32.0,92.3,2.2,50.42,95.0,0.25,16.98,8.86,7.06,4.42,4.39,1.58,1.09,1.51,1.32,5.22,0.7,0.16,9.37,14.58
930,16.3,74.9,6.5,96.93,95.0,0.71,31.82,20.06,6.67,6.52,17.7,2.09,1.34,0.54,6.47,20.56,1.02,0.13,9.07,29.63
931,20.3,67.9,3.4,97.62,95.0,0.38,30.75,15.66,10.45,5.58,8.95,3.77,1.27,4.02,2.52,15.15,0.73,0.15,13.76,28.92
932,2.9,41.4,0.6,98.97,95.0,0.03,52.43,46.19,37.97,0.45,4.83,5.17,2.42,1.39,1.26,10.15,0.18,0.16,42.23,52.38
933,31.3,33.5,5.0,76.89,95.0,0.37,56.83,8.24,7.09,0.42,4.58,0.45,2.34,2.75,2.77,26.15,0.49,0.14,8.59,34.75
934,29.9,25.7,4.7,83.62,95.0,0.23,56.58,8.8,7.02,0.43,5.75,0.71,2.25,2.54,2.75,47.75,0.27,0.13,8.75,56.5
935,0.7,92.5,5.7,99.3,95.0,0.59,32.9,24.92,6.36,4.31,10.45,12.02,1.37,0.67,107.26,13.53,1.38,0.14,17.98,31.51
936,49.4,5.6,6.2,0.0,0.0,0.0,8.2,8.12,7.93,4.93,0.5,1.57,31.9,2.3,0.11,0,0.0,nan,0,0
937,36.2,32.9,1.0,40.4,95.0,0.05,52.85,9.23,7.33,0.41,6.34,2.65,2.47,1.86,1.5,15.61,0.09,0.15,11.27,26.88
938,7.8,14.3,7.7,33.27,95.0,0.14,59.6,59.52,6.66,0.45,0.39,1.13,2.46,2.43,3.14,46.54,0.18,0.08,12.95,59.49
939,4.5,81.4,4.3,98.29,95.0,0.43,33.74,24.04,16.29,4.33,8.27,5.81,1.41,1.48,2.72,11.9,1.17,0.15,20.52,32.42
940,26.9,58.8,5.6,87.82,95.0,0.62,29.23,8.83,7.51,9.05,6.82,0.42,1.5,4.9,2.42,17.53,0.93,0.15,8.74,26.27
941,32.9,60.2,3.4,65.09,95.0,0.38,22.24,8.39,6.56,7.55,5.67,1.15,1.48,2.11,2.38,10.38,0.7,0.15,8.77,19.15
942,37.1,25.8,7.1,68.1,95.0,0.96,58.99,9.07,6.66,0.41,0.56,1.13,2.69,2.53,3.14,7.59,2.12,0.15,9.22,16.81
943,38.2,77.6,3.2,0.0,0.0,0.0,14.54,6.21,6.0,5.62,3.06,1.01,1.28,4.27,2.0,0,0.0,nan,0,0
944,38.6,97.7,4.6,15.73,95.0,0.24,13.78,6.72,6.67,4.92,1.73,0.43,1.11,9.79,2.81,1.11,2.16,0.13,8.82,9.93
945,13.9,52.3,9.4,58.68,95.0,0.49,46.11,9.03,6.66,12.96,2.66,1.13,0.79,0.67,3.14,25.71,0.71,0.12,11.77,37.48
946,6.6,0.9,4.8,0.0,0.0,0.0,56.75,56.7,56.63,0.45,0.37,0.24,2.29,2.06,1.63,0,0.0,nan,0,0
947,32.8,77.4,3.7,62.72,95.0,0.47,18.87,8.26,6.56,5.75,5.16,0.99,1.38,1.98,2.45,7.7,0.99,0.15,8.62,16.32
948,49.5,22.8,7.6,0.0,0.0,0.0,9.59,9.52,6.66,3.68,0.49,1.13,24.47,1.91,3.14,0,0.0,nan,0,0
949,4.5,2.8,1.4,0.0,0.0,0.0,53.41,53.35,53.41,0.47,0.4,0.37,2.08,2.27,1.76,0,0.0,nan,0,0
950,3.0,50.2,5.6,99.87,95.0,0.39,49.7,35.1,8.12,6.94,18.5,14.79,1.43,0.71,26.73,24.68,0.75,0.13,22.93,47.61
951,9.1,94.0,3.7,96.11,95.0,0.43,28.49,19.49,14.69,3.91,6.43,4.15,1.42,2.37,2.06,9.66,1.23,0.16,17.63,27.28
952,7.5,17.7,7.4,45.02,95.0,0.19,59.3,59.22,6.66,0.45,0.39,1.13,2.74,2.56,3.14,47.17,0.23,0.09,12.05,59.21
953,46.1,16.2,0.4,3.83,99.0,0.02,52.25,4.41,5.21,0.39,3.09,2.62,2.52,1.61,1.46,0.9,0.05,0.15,2.18,3.08
954,38.9,24.3,9.8,0.0,0.0,0.0,61.69,11.75,6.66,0.41,0.55,1.13,2.27,2.46,3.14,0,0.0,nan,0,0
955,24.9,63.6,3.5,95.05,95.0,0.41,28.93,12.32,8.38,6.45,8.69,2.45,1.38,4.2,2.5,16.01,0.69,0.15,10.87,26.88
956,40.0,46.0,3.3,0.0,0.0,0.0,16.57,6.02,5.95,9.5,2.35,0.93,1.35,4.31,1.99,0,0.0,nan,0,0
957,45.2,10.8,7.4,0.0,0.0,0.0,59.23,9.28,6.66,50.26,0.51,1.13,0.01,2.34,3.14,0,0.0,nan,0,0
958,3.3,64.5,4.1,98.92,95.0,0.34,40.52,28.6,19.5,4.95,9.52,6.9,1.32,1.64,2.92,14.29,0.93,0.15,24.66,38.95
959,43.2,6.0,5.7,0.0,0.0,0.0,57.57,7.66,7.5,0.41,0.62,0.27,2.96,3.39,1.9,0,0.0,nan,0,0
960,20.5,91.9,9.5,54.14,95.0,0.74,28.04,11.4,6.66,7.78,4.64,1.13,0.86,0.17,3.14,11.23,1.51,0.13,11.65,22.88
961,31.4,22.4,2.6,85.81,95.0,0.14,54.52,11.17,7.52,0.44,8.42,2.11,2.17,2.62,2.0,44.18,0.17,0.13,10.27,54.46
962,13.1,43.4,2.4,99.87,95.0,0.16,54.2,32.18,21.79,0.44,10.21,6.56,2.09,3.7,1.95,21.92,0.36,0.15,28.22,50.14
963,10.2,75.9,6.5,99.27,95.0,0.65,34.52,23.85,6.66,5.93,15.59,0.78,1.31,0.57,1.82,22.28,0.95,0.13,10.25,32.53
