idx,Bstart [%],Bend [%],Vload [CV],Yield [%],Purity [%],Prod [g/(l*CV)],tretA [CV],tretBC [CV],tretD [CV],peakwidthA [CV],peakwidthBC [CV],peakwidthD [CV],assymetryA [-],assymetryBC [-],assymetryD [-],poolVolume [CV],poolConcBC [g/l],poolConcSalt [M],cut1 [CV],cut2 [CV]
0,16.2,15.1,6.5,56.58,95.0,0.21,58.46,58.37,6.67,0.45,0.38,0.86,2.64,2.43,2.07,48.75,0.25,0.1,9.63,58.38
1,3.6,53.6,3.7,99.3,95.0,0.27,46.56,31.97,22.61,5.53,10.27,7.46,1.29,2.35,2.69,16.41,0.75,0.15,28.38,44.79
2,2.9,50.7,0.5,96.05,95.0,0.03,48.28,39.28,33.14,4.69,4.15,4.45,1.12,1.19,1.21,9.79,0.15,0.17,36.71,46.5
3,21.7,7.0,1.0,0.0,0.0,0.0,52.97,52.91,52.86,0.47,0.39,0.27,2.26,2.29,1.52,0,0.0,nan,0,0
4,21.2,82.7,1.3,80.83,95.0,0.15,24.94,16.44,13.15,4.19,4.14,3.07,1.05,1.52,1.19,7.6,0.47,0.16,15.53,23.14
5,11.2,62.7,9.5,58.25,95.0,0.52,41.76,9.03,6.66,10.22,2.73,1.13,0.77,0.72,3.14,22.86,0.8,0.11,11.99,34.85
6,28.9,39.7,9.8,42.81,95.0,0.64,39.96,11.7,6.66,39.24,0.62,1.13,1.26,2.85,3.14,9.65,1.43,0.13,11.95,21.6
7,2.3,85.8,3.0,92.87,95.0,0.29,32.55,24.04,20.35,3.77,5.24,3.64,1.23,2.45,1.42,8.47,1.08,0.16,22.75,31.22
8,7.2,11.8,3.2,0.0,0.0,0.0,55.09,55.04,54.99,0.46,0.38,0.27,2.58,2.43,1.55,0,0.0,nan,0,0
9,40.8,18.1,5.9,28.06,95.0,0.49,57.74,7.84,7.66,0.41,0.66,0.27,2.27,3.56,2.19,2.22,2.45,0.15,8.95,11.17
10,31.9,37.2,5.5,74.29,95.0,0.49,57.33,7.6,7.41,28.59,2.61,0.32,0.01,12.96,2.84,19.37,0.7,0.14,8.6,27.97
11,3.1,6.0,2.1,0.0,0.0,0.0,54.09,54.06,54.09,0.46,0.39,0.33,2.75,2.04,1.75,0,0.0,nan,0,0
12,34.0,42.8,3.2,61.52,95.0,0.29,28.03,8.15,6.43,12.73,5.71,1.19,1.52,2.09,2.36,14.07,0.46,0.15,8.84,22.91
13,29.3,45.3,3.1,88.26,95.0,0.29,34.75,10.89,7.61,10.86,7.97,1.9,1.53,3.27,1.91,21.5,0.42,0.15,9.9,31.4
14,39.7,69.9,2.5,0.0,0.0,0.0,14.03,5.83,5.74,6.0,2.8,1.28,1.08,3.37,1.75,0,0.0,nan,0,0
15,28.7,52.5,8.8,58.19,95.0,0.76,31.61,10.68,6.66,16.16,0.64,1.13,0.92,3.31,3.14,11.5,1.47,0.14,10.84,22.34
16,36.5,28.8,9.8,0.0,0.0,0.0,61.65,11.74,6.66,0.41,0.56,1.13,2.47,2.33,3.14,0,0.0,nan,0,0
17,5.9,41.8,7.6,84.64,95.0,0.4,59.41,8.04,6.66,0.45,0.85,1.13,2.45,0.4,3.14,42.2,0.5,0.11,10.64,52.84
18,7.6,48.9,0.5,98.64,95.0,0.03,48.61,38.26,31.14,6.21,4.57,4.87,1.65,1.31,1.0,11.92,0.13,0.16,34.85,46.77
19,33.4,76.5,5.8,67.31,95.0,0.79,19.28,7.81,7.62,6.94,1.59,0.31,1.4,8.78,2.02,7.6,1.69,0.15,8.63,16.24
20,43.8,31.4,7.0,0.0,0.0,0.0,13.58,8.91,6.66,10.29,0.53,1.12,1.19,2.27,3.13,0,0.0,nan,0,0
21,29.7,58.0,4.6,81.58,95.0,0.53,26.52,8.81,6.98,8.6,6.46,0.75,1.49,3.38,3.34,14.86,0.84,0.15,8.69,23.55
22,42.0,94.5,4.8,0.0,0.0,0.0,12.14,6.82,6.78,5.01,0.91,0.34,1.21,6.68,2.92,0,0.0,nan,0,0
23,33.2,6.1,7.0,71.56,95.0,0.28,58.97,8.98,6.66,0.43,0.57,1.13,2.37,2.49,3.14,49.71,0.34,0.11,9.17,58.88
24,32.4,99.3,8.2,57.42,95.0,1.01,19.48,10.17,6.66,6.75,0.64,1.13,1.03,2.95,3.14,5.24,2.99,0.15,10.34,15.57
25,14.2,38.6,6.7,96.43,95.0,0.4,58.55,8.8,6.66,0.44,32.44,1.02,2.51,19.4,2.76,44.41,0.48,0.12,9.13,53.54
26,1.1,46.2,1.8,98.34,95.0,0.11,53.56,40.04,33.3,0.45,5.98,5.26,2.21,2.42,1.52,13.3,0.43,0.16,37.62,50.92
27,5.9,5.9,7.7,14.91,95.0,0.06,59.63,59.54,6.66,0.45,0.39,1.13,2.0,2.18,3.14,40.72,0.09,0.07,18.75,59.47
28,6.5,24.8,4.0,50.53,95.0,0.12,55.91,55.79,26.66,0.46,0.38,14.36,2.03,2.12,3.23,9.27,0.72,0.12,46.54,55.81
29,43.6,8.1,4.5,0.0,0.0,0.0,56.43,6.59,6.59,0.41,0.78,0.39,2.78,5.6,2.39,0,0.0,nan,0,0
30,27.5,88.3,8.2,65.87,95.0,0.92,23.69,10.16,6.66,7.51,0.69,1.13,0.96,3.04,3.14,9.21,1.94,0.14,10.28,19.49
31,43.2,27.8,4.2,0.0,0.0,0.0,14.05,6.35,6.35,11.37,1.0,0.51,1.35,4.7,2.32,0,0.0,nan,0,0
32,17.9,88.4,9.6,53.97,95.0,0.69,30.36,9.03,6.66,7.99,4.39,1.13,0.74,1.76,3.14,12.9,1.33,0.12,11.83,24.73
33,7.5,17.6,2.4,0.0,0.0,0.0,54.34,54.28,54.22,0.46,0.38,0.27,2.33,2.28,1.69,0,0.0,nan,0,0
34,11.7,48.5,5.9,99.85,95.0,0.43,47.86,30.01,6.5,8.76,24.72,0.27,1.39,0.6,1.17,31.93,0.61,0.13,13.22,45.15
35,13.1,0.4,4.2,0.0,0.0,0.0,56.2,56.13,56.08,0.45,0.37,0.24,2.2,2.71,1.51,0,0.0,nan,0,0
36,18.5,56.6,9.5,55.37,95.0,0.56,40.5,9.03,6.66,13.15,4.36,1.13,0.77,1.74,3.14,19.67,0.89,0.12,11.75,31.42
37,34.5,51.5,6.2,67.92,95.0,0.78,22.55,8.18,8.01,11.76,0.77,1.74,1.5,4.67,0.11,9.08,1.54,0.15,8.74,17.82
38,33.8,5.4,9.0,45.45,95.0,0.65,60.92,10.92,6.66,0.43,0.57,1.13,2.3,2.93,3.14,9.77,1.39,0.13,11.16,20.94
39,39.0,87.5,8.0,0.0,0.0,0.0,15.95,9.94,6.66,7.01,0.58,1.13,1.14,2.26,3.14,0,0.0,nan,0,0
40,19.6,39.9,1.1,99.95,95.0,0.07,52.96,32.96,20.69,0.43,8.63,6.21,2.36,1.95,1.35,25.99,0.14,0.15,26.33,52.32
41,31.7,6.2,0.8,7.71,95.0,0.0,52.73,52.64,12.75,0.46,0.36,6.62,2.4,2.33,1.41,0.23,0.87,0.13,52.34,52.57
42,10.4,16.2,3.5,0.0,0.0,0.0,55.4,55.32,55.26,0.46,0.37,0.25,2.48,2.71,1.61,0,0.0,nan,0,0
43,2.6,0.0,1.6,0.0,0.0,0.0,53.57,53.54,53.57,0.46,0.4,0.37,2.3,1.84,2.04,0,0.0,nan,0,0
44,5.1,36.4,0.4,69.0,95.0,0.02,52.26,52.15,40.99,0.47,0.38,5.87,2.67,1.81,1.01,5.3,0.15,0.15,46.91,52.21
45,43.7,61.4,1.6,0.29,99.0,0.0,11.06,5.02,5.24,6.05,2.31,1.73,1.07,1.95,1.59,0.4,0.04,0.13,3.31,3.71
46,12.6,34.7,3.7,99.02,95.0,0.22,55.58,35.98,17.34,0.44,25.3,8.71,2.75,3.5,3.18,27.56,0.44,0.14,27.99,55.56
47,6.1,84.9,9.9,50.68,95.0,0.53,36.55,9.03,6.66,7.59,3.18,1.13,0.74,1.0,3.14,15.14,1.1,0.12,16.25,31.39
48,23.3,48.4,1.0,98.25,96.0,0.08,40.66,23.62,15.8,7.17,6.68,4.88,1.27,1.73,1.29,17.96,0.17,0.15,19.91,37.88
49,5.1,34.3,2.7,91.41,95.0,0.15,54.63,54.5,32.49,0.46,0.38,8.23,2.38,2.18,2.1,13.21,0.62,0.14,41.38,54.59
50,41.4,16.1,0.3,0.13,99.0,0.0,52.22,6.81,6.63,0.41,5.14,3.31,2.42,1.53,1.34,0.96,0.0,0.14,2.11,3.07
51,47.5,52.8,1.6,1.43,99.0,0.02,8.43,4.48,4.86,5.76,1.83,1.62,1.19,1.7,1.65,0.37,0.2,0.14,3.27,3.65
52,27.2,2.7,5.3,56.49,95.0,0.17,57.27,57.19,7.34,0.45,0.36,0.44,2.41,2.33,3.46,47.92,0.21,0.09,9.27,57.19
53,48.9,86.3,7.0,0.0,0.0,0.0,9.01,8.91,6.66,4.6,0.5,1.12,27.91,2.25,3.14,0,0.0,nan,0,0
54,13.1,36.7,1.8,99.38,95.0,0.11,53.64,40.47,26.96,0.45,10.06,7.24,2.46,2.91,1.64,19.29,0.3,0.15,34.32,53.61
55,38.6,53.3,7.8,35.99,95.0,0.75,17.69,9.75,6.66,11.18,0.57,1.13,1.36,2.45,3.14,2.25,4.14,0.15,10.16,12.41
56,16.5,22.3,8.1,60.04,95.0,0.27,60.03,59.94,6.66,0.45,0.37,1.13,2.72,2.52,3.14,49.35,0.33,0.11,10.61,59.96
57,49.2,85.3,8.1,0.0,0.0,0.0,10.09,9.99,6.66,3.77,0.5,1.13,23.08,2.22,3.14,0,0.0,nan,0,0
58,40.9,74.0,2.3,0.0,0.0,0.0,12.61,5.62,5.53,5.58,2.49,1.35,1.11,2.81,2.12,0,0.0,nan,0,0
59,25.9,35.6,0.4,99.75,99.0,0.02,52.27,32.08,17.2,0.43,9.87,6.23,2.24,1.24,1.24,28.66,0.04,0.14,22.66,51.32
60,1.4,27.9,2.7,30.95,95.0,0.05,54.59,54.47,41.21,0.47,0.39,8.98,2.52,2.42,1.93,2.14,1.28,0.13,52.34,54.47
61,34.6,95.7,4.5,52.51,95.0,0.59,16.04,7.46,6.73,5.0,3.75,0.54,1.26,3.34,2.79,4.92,1.6,0.16,8.48,13.39
62,46.9,98.8,9.6,0.0,0.0,0.0,11.56,11.47,6.66,4.16,0.51,1.13,26.46,2.35,3.14,0,0.0,nan,0,0
63,18.2,22.0,2.3,29.23,95.0,0.04,54.27,54.18,21.24,0.47,0.37,9.74,2.56,2.03,2.12,9.76,0.23,0.11,44.4,54.16
64,9.8,20.4,6.3,64.0,95.0,0.23,58.21,58.12,6.66,0.45,0.38,0.6,2.05,1.85,1.18,42.9,0.31,0.1,15.23,58.13
65,45.0,84.0,4.8,0.0,0.0,0.0,11.15,6.84,6.8,5.25,0.68,0.31,1.0,5.26,2.9,0,0.0,nan,0,0
66,32.6,80.0,0.9,26.77,95.0,0.06,17.94,9.8,8.01,4.76,4.08,2.31,1.11,1.21,1.2,3.61,0.23,0.16,11.16,14.76
67,33.0,91.0,7.8,62.99,95.0,1.05,19.34,9.78,6.66,7.09,0.63,1.13,1.15,2.74,3.14,5.71,2.86,0.15,9.92,15.63
68,37.5,47.8,1.9,21.65,95.0,0.1,20.44,6.69,6.16,9.46,4.31,1.73,1.26,2.83,1.55,4.33,0.31,0.15,9.76,14.08
69,39.5,33.3,8.0,0.0,0.0,0.0,17.29,9.95,6.66,16.62,0.55,1.13,1.27,2.47,3.14,0,0.0,nan,0,0
70,48.6,39.6,4.1,0.0,0.0,0.0,9.38,6.15,6.18,6.66,0.68,0.49,1.05,3.61,2.2,0,0.0,nan,0,0
71,47.3,72.5,1.8,0.66,99.0,0.01,8.25,4.57,4.92,4.93,1.71,1.48,1.07,1.96,1.72,0.24,0.17,0.13,3.57,3.8
72,6.4,15.1,9.1,26.65,95.0,0.13,60.96,60.87,6.66,0.45,0.39,1.13,2.48,2.59,3.14,46.04,0.17,0.08,14.8,60.84
73,40.3,14.6,8.3,0.0,0.0,0.0,60.16,10.22,6.66,0.41,0.54,1.13,2.6,2.09,3.14,0,0.0,nan,0,0
74,49.0,65.7,3.6,0.0,0.0,0.0,8.67,5.71,5.79,5.46,0.83,0.67,0.94,3.39,2.24,0,0.0,nan,0,0
75,27.4,13.1,0.2,0.0,0.0,0.0,52.22,52.13,22.74,0.47,0.39,13.3,1.97,2.51,1.43,0,0.0,nan,0,0
76,48.5,65.0,5.3,0.0,0.0,0.0,10.02,7.27,7.17,5.59,0.56,0.24,1.01,3.51,2.77,0,0.0,nan,0,0
77,46.7,43.4,8.7,0.0,0.0,0.0,10.73,10.66,6.66,4.91,0.51,1.13,33.36,1.99,3.14,0,0.0,nan,0,0
78,41.3,21.1,2.6,0.0,0.0,0.0,54.44,5.69,5.61,0.41,2.45,1.27,2.75,3.0,2.16,0,0.0,nan,0,0
79,14.6,24.1,5.9,81.13,95.0,0.27,57.82,57.74,6.48,0.45,0.37,1.69,2.35,1.86,15.26,44.95,0.35,0.11,12.82,57.77
80,13.0,41.9,1.4,99.92,95.0,0.09,53.23,37.08,26.59,0.44,7.51,6.22,2.2,2.25,1.31,20.33,0.23,0.16,32.08,52.41
81,45.5,35.4,4.6,0.0,0.0,0.0,11.6,6.66,6.64,8.37,0.67,0.35,1.21,4.35,2.36,0,0.0,nan,0,0
82,29.2,90.4,4.3,80.19,95.0,0.63,19.81,9.07,6.95,5.0,5.89,0.98,1.26,2.98,3.07,9.1,1.24,0.16,8.73,17.83
83,45.9,50.2,5.4,0.0,0.0,0.0,11.51,7.33,7.22,7.13,0.61,0.25,1.05,3.82,2.51,0,0.0,nan,0,0
84,26.2,1.9,4.5,49.19,95.0,0.13,56.41,56.3,7.34,0.45,0.36,1.44,2.18,2.79,3.83,45.87,0.16,0.09,10.44,56.31
85,9.2,0.4,8.0,9.86,95.0,0.04,59.93,59.85,6.66,0.45,0.39,1.13,2.19,2.31,3.14,43.69,0.06,0.06,16.08,59.77
86,8.6,47.3,7.3,89.0,95.0,0.46,51.06,7.79,6.66,12.66,0.56,1.13,1.7,0.49,3.14,37.03,0.58,0.12,9.95,46.98
87,27.8,32.6,5.2,87.92,95.0,0.32,57.07,8.89,7.27,0.43,5.68,0.46,2.72,3.58,3.69,39.06,0.39,0.13,8.77,47.83
88,27.8,78.4,1.2,67.61,95.0,0.13,21.86,12.83,9.99,4.65,4.32,2.62,1.13,1.43,1.23,7.26,0.35,0.16,12.45,19.71
89,28.0,24.8,2.8,94.65,95.0,0.16,54.76,54.63,8.64,0.44,42.52,2.85,2.42,0.01,1.96,42.82,0.21,0.13,11.9,54.72
90,38.6,50.8,5.7,42.19,95.0,0.63,17.72,7.66,7.5,9.95,0.88,0.29,1.36,4.88,1.93,3.81,2.08,0.15,8.72,12.53
91,38.0,91.2,4.5,26.18,95.0,0.36,14.49,6.66,6.63,5.21,2.05,0.48,1.09,10.97,2.48,2.07,1.88,0.15,8.65,10.72
92,30.6,50.6,5.2,78.08,95.0,0.55,28.55,8.38,7.18,11.25,4.87,0.4,1.48,2.97,3.62,15.92,0.84,0.15,8.6,24.52
93,34.6,45.2,5.4,62.97,95.0,0.59,24.27,7.41,7.29,13.21,1.87,0.29,1.61,11.58,2.55,10.5,1.07,0.15,8.56,19.06
94,23.9,94.2,7.0,86.06,95.0,0.93,23.93,8.95,6.66,5.97,0.78,1.13,1.17,4.3,3.14,12.34,1.62,0.14,9.12,21.45
95,43.8,94.2,2.7,0.0,0.0,0.0,9.94,5.37,5.45,4.55,1.74,1.13,1.15,2.66,1.95,0,0.0,nan,0,0
96,28.0,94.3,8.4,62.14,95.0,0.93,22.66,10.35,6.66,7.18,0.69,1.13,1.0,3.32,3.14,8.07,2.14,0.14,10.5,18.57
97,6.9,12.2,4.5,0.0,0.0,0.0,56.42,56.34,56.28,0.45,0.37,0.24,2.16,2.46,1.67,0,0.0,nan,0,0
98,3.6,24.1,0.8,0.0,0.0,0.0,52.77,52.71,52.66,0.48,0.4,0.29,2.57,2.42,1.69,0,0.0,nan,0,0
99,33.5,78.4,9.0,40.51,95.0,0.8,21.21,10.92,6.66,9.51,0.62,1.13,0.92,2.73,3.14,3.82,3.15,0.14,11.21,15.03
100,7.7,71.6,6.6,98.84,95.0,0.62,37.19,26.49,6.66,6.18,15.82,0.95,1.26,0.54,2.49,24.98,0.87,0.12,10.07,35.04
101,7.1,88.3,9.7,55.84,95.0,0.59,35.0,9.03,6.66,7.22,2.93,1.13,0.81,0.84,3.14,17.54,1.02,0.11,12.57,30.12
102,11.0,95.3,4.0,97.08,95.0,0.49,27.88,18.6,12.89,4.01,7.09,4.4,1.19,1.92,2.48,10.28,1.26,0.16,16.14,26.42
103,24.4,99.0,8.3,66.27,95.0,0.9,24.02,10.29,6.66,6.59,3.25,1.13,1.01,0.22,3.14,9.99,1.83,0.14,10.44,20.42
104,8.1,43.2,5.2,99.93,95.0,0.33,57.02,35.82,10.07,0.45,21.39,9.53,2.05,0.77,9.63,29.68,0.58,0.13,22.22,51.9
105,17.0,19.6,3.3,31.58,95.0,0.06,55.2,55.08,17.03,0.46,0.38,9.17,2.08,2.37,2.95,11.87,0.29,0.11,43.2,55.07
106,36.1,1.9,5.6,57.88,95.0,0.19,57.5,7.62,7.44,0.43,1.09,0.3,2.91,5.57,2.14,48.76,0.22,0.11,8.65,57.41
107,22.0,1.8,3.4,2.19,95.0,0.0,55.35,55.27,11.62,0.45,0.36,5.57,2.08,2.28,2.67,0.06,4.14,0.12,55.09,55.15
108,31.2,51.2,0.7,70.97,95.0,0.07,29.7,14.01,10.08,7.81,5.92,3.33,1.01,1.32,1.08,12.77,0.14,0.16,13.17,25.94
109,49.3,78.8,9.7,0.0,0.0,0.0,11.74,11.63,6.66,2.62,0.49,1.13,14.43,2.12,3.14,0,0.0,nan,0,0
110,5.2,26.6,0.5,0.0,0.0,0.0,52.45,52.39,52.31,0.48,0.4,0.29,2.28,2.01,1.53,0,0.0,nan,0,0
111,38.9,27.0,1.4,17.99,95.0,0.05,53.22,6.73,6.12,0.41,4.48,2.14,2.82,2.27,1.75,6.28,0.13,0.14,10.55,16.82
112,21.1,91.1,8.2,70.31,95.0,0.82,26.81,10.14,6.66,6.86,3.35,1.13,1.02,0.26,3.14,12.89,1.48,0.14,10.34,23.23
113,12.9,14.9,9.2,31.1,95.0,0.16,61.12,61.03,6.66,0.45,0.38,1.13,2.11,2.24,3.14,48.27,0.2,0.09,12.72,60.99
114,28.5,70.0,1.0,69.52,95.0,0.11,23.59,13.24,10.2,5.19,4.64,2.87,1.13,1.58,1.22,8.37,0.27,0.16,12.85,21.22
115,2.9,68.8,4.3,98.18,98.0,0.39,38.94,27.61,18.38,4.8,9.53,6.95,1.24,1.49,2.81,12.46,1.12,0.14,23.47,35.93
116,3.6,93.8,6.4,99.35,95.0,0.69,32.18,24.01,6.66,4.66,11.64,0.7,1.27,0.6,1.53,17.18,1.22,0.13,13.42,30.59
117,40.1,8.4,8.6,0.0,0.0,0.0,60.47,10.51,6.66,0.42,0.54,1.13,2.58,2.19,3.14,0,0.0,nan,0,0
118,3.3,86.3,4.6,98.46,95.0,0.47,32.91,23.98,15.57,4.22,8.42,6.12,1.42,1.18,2.6,11.72,1.28,0.15,19.9,31.62
119,17.0,55.3,9.3,59.35,95.0,0.54,42.21,9.03,6.66,12.74,3.96,1.13,0.78,1.49,3.14,22.28,0.82,0.12,11.51,33.79
120,13.4,12.9,5.3,31.56,95.0,0.1,57.26,57.17,8.03,0.46,0.38,2.26,1.94,1.92,6.58,27.77,0.2,0.09,29.36,57.13
121,11.9,10.9,1.7,0.0,0.0,0.0,53.66,53.61,53.58,0.47,0.4,0.29,2.28,2.32,1.78,0,0.0,nan,0,0
122,2.5,20.2,3.2,0.0,0.0,0.0,55.13,55.05,55.0,0.46,0.37,0.26,2.32,2.47,1.41,0,0.0,nan,0,0
123,15.3,75.9,3.0,96.35,95.0,0.33,30.53,19.01,14.09,4.6,6.76,4.25,1.23,3.03,2.0,11.65,0.81,0.16,17.31,28.96
124,25.0,17.8,3.5,73.52,95.0,0.16,55.47,55.36,8.81,0.45,0.36,3.09,2.32,2.63,2.62,41.45,0.21,0.11,13.96,55.41
125,0.9,25.0,0.3,0.0,0.0,0.0,52.2,52.17,52.14,0.48,0.41,0.31,2.54,1.87,1.5,0,0.0,nan,0,0
126,36.7,55.1,2.0,26.72,95.0,0.12,19.51,7.11,6.17,7.84,4.47,1.66,1.2,2.29,1.95,4.75,0.37,0.15,9.57,14.32
127,23.7,93.5,1.2,65.41,95.0,0.13,21.12,13.92,11.44,3.87,3.68,2.56,1.07,1.35,1.03,5.62,0.44,0.16,13.64,19.26
128,40.9,43.2,5.0,0.0,0.0,0.0,15.6,7.01,6.97,9.97,0.89,0.3,1.44,6.95,2.38,0,0.0,nan,0,0
129,41.7,39.3,5.1,0.0,0.0,0.0,15.04,7.12,7.05,10.23,0.8,0.28,1.4,5.43,2.29,0,0.0,nan,0,0
130,34.4,98.2,3.5,44.99,95.0,0.4,15.38,7.55,6.36,4.56,4.18,0.96,1.29,2.05,2.19,4.29,1.21,0.16,8.57,12.86
131,41.6,70.7,6.4,0.0,0.0,0.0,14.2,8.34,8.15,6.91,0.57,1.88,1.14,2.95,0.08,0,0.0,nan,0,0
132,20.2,34.8,0.6,99.23,95.0,0.04,52.55,40.91,23.75,0.45,9.38,7.21,2.19,1.8,1.22,21.31,0.1,0.14,31.21,52.51
133,6.5,7.1,7.4,18.25,95.0,0.08,59.34,59.28,6.66,0.45,0.39,1.13,2.56,1.92,3.14,42.36,0.11,0.07,16.84,59.21
134,12.8,16.3,0.9,0.0,0.0,0.0,52.91,52.85,52.79,0.48,0.4,0.29,2.15,2.19,1.9,0,0.0,nan,0,0
135,42.1,87.1,6.7,0.0,0.0,0.0,13.64,8.68,6.66,5.95,0.55,1.04,1.09,2.39,2.82,0,0.0,nan,0,0
136,14.1,24.2,3.0,49.22,95.0,0.09,54.94,54.82,22.71,0.46,0.38,10.77,2.25,2.42,2.51,12.34,0.4,0.12,42.51,54.85
137,23.0,15.8,4.5,67.39,95.0,0.18,56.46,56.34,7.81,0.45,0.37,2.05,2.06,2.51,4.15,44.02,0.23,0.11,12.36,56.38
138,13.2,96.2,9.7,53.65,95.0,0.66,30.97,9.03,6.66,7.12,2.98,1.13,0.81,0.87,3.14,13.92,1.24,0.12,12.15,26.07
139,27.4,24.4,9.7,48.14,95.0,0.47,61.55,11.59,6.66,0.44,0.61,1.13,2.27,2.79,3.14,20.88,0.74,0.12,11.79,32.67
140,15.5,35.7,0.1,89.2,95.0,0.01,52.02,51.89,32.28,0.46,0.38,7.15,2.42,1.75,1.0,11.52,0.03,0.15,40.48,51.99
141,19.1,47.5,5.1,99.38,95.0,0.41,43.88,13.59,7.76,9.65,20.19,1.78,1.49,11.47,5.19,29.49,0.57,0.14,11.64,41.13
142,10.0,50.5,0.1,98.74,95.0,0.01,46.5,36.91,29.36,5.13,4.45,4.84,1.17,1.11,1.04,11.57,0.04,0.16,33.07,44.63
143,13.2,9.0,4.1,0.0,0.0,0.0,56.0,55.92,55.87,0.45,0.37,0.24,2.24,2.52,1.54,0,0.0,nan,0,0
144,2.1,2.2,3.1,0.0,0.0,0.0,55.06,55.03,55.03,0.45,0.38,0.29,2.66,1.99,1.77,0,0.0,nan,0,0
145,11.6,58.6,5.3,99.78,95.0,0.46,40.56,25.76,8.24,6.77,16.94,3.79,1.48,0.85,8.37,22.86,0.77,0.14,15.73,38.59
146,37.5,65.8,7.2,61.13,95.0,1.07,17.81,9.11,6.66,8.89,0.58,1.13,1.22,2.95,3.14,4.22,3.45,0.15,9.32,13.54
147,44.0,39.0,3.3,0.0,0.0,0.0,12.57,5.71,5.77,8.81,1.45,0.86,1.26,3.67,2.23,0,0.0,nan,0,0
148,49.2,14.9,7.3,0.0,0.0,0.0,9.27,9.2,6.66,4.02,0.49,1.13,27.46,1.93,3.14,0,0.0,nan,0,0
149,32.2,4.4,8.4,57.01,95.0,0.26,60.28,10.29,6.66,0.43,0.58,1.13,2.72,2.92,3.14,49.71,0.32,0.1,10.47,60.17
150,44.6,62.7,7.4,0.0,0.0,0.0,13.04,9.3,6.66,7.49,0.53,1.13,0.99,2.07,3.14,0,0.0,nan,0,0
151,40.6,13.9,5.3,25.88,95.0,0.4,57.16,7.27,7.17,0.41,0.82,0.26,2.66,5.61,3.31,2.59,1.75,0.14,8.84,11.42
152,25.2,83.5,8.1,69.96,95.0,0.86,25.59,10.01,6.66,7.72,2.85,1.13,1.08,0.24,3.14,11.52,1.62,0.14,10.15,21.66
153,41.3,58.4,8.9,0.0,0.0,0.0,15.53,10.86,6.66,10.11,0.54,1.13,1.15,2.62,3.14,0,0.0,nan,0,0
154,34.1,69.3,2.4,46.52,95.0,0.23,18.84,8.07,6.53,6.02,4.93,1.5,1.29,1.91,1.77,6.47,0.57,0.15,9.19,15.66
155,1.6,13.3,3.7,0.0,0.0,0.0,55.61,55.56,55.49,0.46,0.38,0.27,2.27,2.12,1.84,0,0.0,nan,0,0
156,5.2,83.6,5.6,99.49,95.0,0.58,33.77,24.61,7.71,4.8,11.85,9.16,1.23,0.64,32.54,15.46,1.2,0.14,16.65,32.12
157,31.4,62.6,6.8,81.41,95.0,0.92,24.0,8.76,6.66,9.91,0.63,1.09,1.3,3.28,3.02,11.07,1.67,0.14,8.92,19.99
158,24.5,0.3,8.0,28.32,99.0,0.13,59.93,59.85,6.66,0.44,0.36,1.13,2.38,2.61,3.14,45.74,0.16,0.08,11.21,56.95
159,37.4,50.3,5.4,48.34,95.0,0.62,18.99,7.41,7.28,10.38,1.2,0.27,1.51,7.27,3.06,5.4,1.6,0.15,8.61,14.01
160,33.0,6.6,7.4,65.67,97.0,0.47,59.31,9.34,6.66,0.43,0.58,1.13,2.63,2.35,3.14,24.9,0.65,0.12,9.52,34.42
161,12.6,7.4,2.7,0.0,0.0,0.0,54.67,54.64,54.57,0.46,0.38,0.27,2.74,2.01,1.84,0,0.0,nan,0,0
162,36.5,20.5,7.4,65.61,95.0,0.89,59.3,9.34,6.66,0.42,0.57,1.13,2.44,2.8,3.14,8.57,1.88,0.14,9.5,18.06
163,48.8,49.4,3.9,0.0,0.0,0.0,9.15,5.97,6.04,6.18,0.73,0.55,0.96,4.05,2.08,0,0.0,nan,0,0
164,24.0,68.4,7.7,76.49,95.0,0.76,29.86,9.64,6.66,9.19,2.58,1.13,1.07,0.26,3.14,15.71,1.24,0.14,9.78,25.49
165,30.8,64.3,0.9,59.07,95.0,0.08,23.33,12.23,9.38,5.83,4.9,2.82,1.23,1.44,1.21,8.29,0.2,0.16,12.27,20.57
166,7.4,25.4,7.5,68.24,95.0,0.28,59.36,59.27,6.66,0.45,0.38,1.13,2.53,2.1,3.14,48.42,0.35,0.1,10.87,59.29
167,15.2,56.8,0.2,96.98,95.0,0.02,39.32,29.74,22.92,5.05,4.39,4.62,1.13,1.14,1.21,10.77,0.07,0.16,26.64,37.41
168,3.0,26.9,6.8,79.38,95.0,0.3,58.68,58.56,6.66,0.45,0.38,1.05,1.96,2.22,2.85,44.99,0.39,0.1,13.62,58.6
169,34.6,67.6,3.0,48.51,95.0,0.31,18.89,7.77,6.32,6.43,4.84,1.21,1.27,1.94,2.15,6.7,0.71,0.15,8.81,15.5
170,25.8,46.5,4.7,93.89,95.0,0.42,37.64,10.13,7.3,11.4,10.06,1.13,1.68,6.41,3.46,25.28,0.58,0.14,9.28,34.56
171,5.9,89.4,2.1,84.83,95.0,0.2,30.04,22.49,19.62,3.62,4.09,3.04,1.07,2.0,1.1,6.87,0.85,0.16,21.68,28.55
172,48.9,93.6,0.3,10.62,99.0,0.03,6.32,3.5,4.48,3.63,2.04,1.95,1.24,1.43,1.12,0.84,0.11,0.15,2.0,2.84
